case_pack	resource	cell_x	cell_y	cell_z	tier	band	baseline_eligible	baseline_budget	baseline_planned	baseline_accepted	baseline_collisions	baseline_shortfall	baseline_placed	sampler_eligible	sampler_budget	sampler_planned	sampler_accepted	sampler_collisions	sampler_shortfall	sampler_placed
0	abyssal_crystal	-103	-123	10	6	deep_1500_1999	3359	2	1	1	0	0	2	3359	2	1	1	0	0	2
0	abyssal_crystal	-103	-123	11	6	deep_1500_1999	4089	3	2	2	0	0	3	4089	3	2	2	0	0	3
0	abyssal_crystal	-103	-123	12	6	deep_1500_1999	4096	3	2	2	0	0	3	4096	3	2	2	0	0	3
0	abyssal_crystal	-103	-123	8	6	deep_1500_1999	2578	2	1	1	0	0	2	2578	2	1	1	0	0	2
0	abyssal_crystal	-103	-123	9	6	deep_1500_1999	2805	1	1	1	0	0	1	2805	1	1	1	0	0	1
0	abyssal_crystal	-103	-124	10	6	deep_1500_1999	4021	2	1	1	0	0	2	4021	2	1	1	0	0	2
0	abyssal_crystal	-103	-124	11	6	deep_1500_1999	3961	2	1	1	0	0	2	3961	2	1	1	0	0	2
0	abyssal_crystal	-103	-124	12	6	deep_1500_1999	4039	2	1	1	0	0	2	4039	2	1	1	0	0	2
0	abyssal_crystal	-103	-124	8	6	deep_1500_1999	3976	2	1	1	0	0	2	3976	2	1	1	0	0	2
0	abyssal_crystal	-103	-124	9	6	deep_1500_1999	3962	2	1	1	0	0	2	3962	2	1	1	0	0	2
0	abyssal_crystal	-103	-125	10	6	deep_1500_1999	3638	3	2	2	0	0	3	3638	3	2	2	0	0	3
0	abyssal_crystal	-103	-125	10	6	deep_2000_floor	240	1	1	1	0	0	1	240	1	1	1	0	0	1
0	abyssal_crystal	-103	-125	11	6	deep_1500_1999	3832	2	1	1	0	0	2	3832	2	1	1	0	0	2
0	abyssal_crystal	-103	-125	11	6	deep_2000_floor	256	0	0	0	0	0	0	256	0	0	0	0	0	0
0	abyssal_crystal	-103	-125	12	6	deep_1500_1999	3737	2	1	1	0	0	2	3737	2	1	1	0	0	2
0	abyssal_crystal	-103	-125	12	6	deep_2000_floor	256	0	0	0	0	0	0	256	0	0	0	0	0	0
0	abyssal_crystal	-103	-125	8	6	deep_1500_1999	2372	1	1	1	0	0	1	2372	1	1	1	0	0	1
0	abyssal_crystal	-103	-125	8	6	deep_2000_floor	17	0	0	0	0	0	0	17	0	0	0	0	0	0
0	abyssal_crystal	-103	-125	9	6	deep_1500_1999	3426	2	1	1	0	0	2	3426	2	1	1	0	0	2
0	abyssal_crystal	-103	-125	9	6	deep_2000_floor	163	1	1	1	0	0	1	163	1	1	1	0	0	1
0	abyssal_crystal	-103	-126	10	6	deep_2000_floor	4006	3	2	2	0	0	3	4006	3	2	2	0	0	3
0	abyssal_crystal	-103	-126	11	6	deep_2000_floor	4021	3	2	2	0	0	3	4021	3	2	2	0	0	3
0	abyssal_crystal	-103	-126	12	6	deep_2000_floor	3984	3	2	2	0	0	3	3984	3	2	2	0	0	3
0	abyssal_crystal	-103	-126	8	6	deep_2000_floor	3873	2	1	1	0	0	2	3873	2	1	1	0	0	2
0	abyssal_crystal	-103	-126	9	6	deep_2000_floor	3975	3	2	2	0	0	3	3975	3	2	2	0	0	3
0	abyssal_crystal	-103	-127	10	6	deep_2000_floor	4037	3	2	2	0	0	3	4037	3	2	2	0	0	3
0	abyssal_crystal	-103	-127	11	6	deep_2000_floor	4096	3	2	2	0	0	3	4096	3	2	2	0	0	3
0	abyssal_crystal	-103	-127	12	6	deep_2000_floor	4082	3	2	2	0	0	3	4082	3	2	2	0	0	3
0	abyssal_crystal	-103	-127	8	6	deep_2000_floor	3993	3	2	2	0	0	3	3993	3	2	2	0	0	3
0	abyssal_crystal	-103	-127	9	6	deep_2000_floor	4068	3	2	2	0	0	3	4068	3	2	2	0	0	3
0	abyssal_crystal	-103	-53	10	5	ordinary	3815	2	1	1	0	0	2	3815	2	1	1	0	0	2
0	abyssal_crystal	-103	-53	11	5	ordinary	3960	2	1	1	0	0	2	3960	2	1	1	0	0	2
0	abyssal_crystal	-103	-53	12	5	ordinary	4096	2	1	1	0	0	2	4096	2	1	1	0	0	2
0	abyssal_crystal	-103	-53	8	5	ordinary	3411	2	1	1	0	0	2	3411	2	1	1	0	0	2
0	abyssal_crystal	-103	-53	9	5	ordinary	4047	2	1	1	0	0	2	4047	2	1	1	0	0	2
0	abyssal_crystal	-103	-54	10	5	ordinary	3341	2	1	1	0	0	2	3341	2	1	1	0	0	2
0	abyssal_crystal	-103	-54	11	5	ordinary	3245	2	1	1	0	0	2	3245	2	1	1	0	0	2
0	abyssal_crystal	-103	-54	12	5	ordinary	4096	2	1	1	0	0	2	4096	2	1	1	0	0	2
0	abyssal_crystal	-103	-54	8	5	ordinary	3144	1	1	1	0	0	1	3144	1	1	1	0	0	1
0	abyssal_crystal	-103	-54	9	5	ordinary	3423	1	1	1	0	0	1	3423	1	1	1	0	0	1
0	abyssal_crystal	-103	-55	10	5	ordinary	3921	2	1	1	0	0	2	3921	2	1	1	0	0	2
0	abyssal_crystal	-103	-55	11	5	ordinary	3944	2	1	1	0	0	2	3944	2	1	1	0	0	2
0	abyssal_crystal	-103	-55	12	5	ordinary	4096	2	1	1	0	0	2	4096	2	1	1	0	0	2
0	abyssal_crystal	-103	-55	8	5	ordinary	2899	2	1	1	0	0	2	2899	2	1	1	0	0	2
0	abyssal_crystal	-103	-55	9	5	ordinary	3151	2	1	1	0	0	2	3151	2	1	1	0	0	2
0	abyssal_crystal	-103	-56	10	5	ordinary	4096	2	1	1	0	0	2	4096	2	1	1	0	0	2
0	abyssal_crystal	-103	-56	11	5	ordinary	4096	2	1	1	0	0	2	4096	2	1	1	0	0	2
0	abyssal_crystal	-103	-56	12	5	ordinary	3933	2	1	1	0	0	2	3933	2	1	1	0	0	2
0	abyssal_crystal	-103	-56	8	5	ordinary	4085	2	1	1	0	0	2	4085	2	1	1	0	0	2
0	abyssal_crystal	-103	-56	9	5	ordinary	4042	2	1	1	0	0	2	4042	2	1	1	0	0	2
0	abyssal_crystal	-103	-57	10	5	ordinary	4086	2	1	1	0	0	2	4086	2	1	1	0	0	2
0	abyssal_crystal	-103	-57	11	5	ordinary	4009	2	1	1	0	0	2	4009	2	1	1	0	0	2
0	abyssal_crystal	-103	-57	12	5	ordinary	4020	2	1	1	0	0	2	4020	2	1	1	0	0	2
0	abyssal_crystal	-103	-57	8	5	ordinary	3898	2	1	1	0	0	2	3898	2	1	1	0	0	2
0	abyssal_crystal	-103	-57	9	5	ordinary	4068	2	1	1	0	0	2	4068	2	1	1	0	0	2
0	abyssal_crystal	-103	-63	10	5	ordinary	2037	1	1	1	0	0	1	2037	1	1	1	0	0	1
0	abyssal_crystal	-103	-63	10	6	ordinary	1901	1	1	1	0	0	1	1901	1	1	1	0	0	1
0	abyssal_crystal	-103	-63	11	5	ordinary	2020	1	1	1	0	0	1	2020	1	1	1	0	0	1
0	abyssal_crystal	-103	-63	11	6	ordinary	1940	1	1	1	0	0	1	1940	1	1	1	0	0	1
0	abyssal_crystal	-103	-63	12	5	ordinary	2045	1	1	1	0	0	1	2045	1	1	1	0	0	1
0	abyssal_crystal	-103	-63	12	6	ordinary	2047	1	1	1	0	0	1	2047	1	1	1	0	0	1
0	abyssal_crystal	-103	-63	8	5	ordinary	2048	1	1	1	0	0	1	2048	1	1	1	0	0	1
0	abyssal_crystal	-103	-63	8	6	ordinary	2013	1	1	1	0	0	1	2013	1	1	1	0	0	1
0	abyssal_crystal	-103	-63	9	5	ordinary	1744	0	0	0	0	0	0	1744	0	0	0	0	0	0
0	abyssal_crystal	-103	-63	9	6	ordinary	2025	1	1	1	0	0	1	2025	1	1	1	0	0	1
0	abyssal_crystal	-103	-64	10	6	ordinary	3964	2	1	1	0	0	2	3964	2	1	1	0	0	2
0	abyssal_crystal	-103	-64	11	6	ordinary	3935	2	1	1	0	0	2	3935	2	1	1	0	0	2
0	abyssal_crystal	-103	-64	12	6	ordinary	3758	2	1	1	0	0	2	3758	2	1	1	0	0	2
0	abyssal_crystal	-103	-64	8	6	ordinary	4033	2	1	1	0	0	2	4033	2	1	1	0	0	2
0	abyssal_crystal	-103	-64	9	6	ordinary	3997	2	1	1	0	0	2	3997	2	1	1	0	0	2
0	abyssal_crystal	-103	-65	10	6	ordinary	3957	1	1	1	0	0	1	3957	1	1	1	0	0	1
0	abyssal_crystal	-103	-65	11	6	ordinary	3502	2	1	1	0	0	2	3502	2	1	1	0	0	2
0	abyssal_crystal	-103	-65	12	6	ordinary	2017	1	1	1	0	0	1	2017	1	1	1	0	0	1
0	abyssal_crystal	-103	-65	8	6	ordinary	4007	2	1	1	0	0	2	4007	2	1	1	0	0	2
0	abyssal_crystal	-103	-65	9	6	ordinary	3840	1	1	1	0	0	1	3840	1	1	1	0	0	1
0	abyssal_crystal	-103	-66	10	6	ordinary	3681	2	1	1	0	0	2	3681	2	1	1	0	0	2
0	abyssal_crystal	-103	-66	11	6	ordinary	3344	2	1	1	0	0	2	3344	2	1	1	0	0	2
0	abyssal_crystal	-103	-66	12	6	ordinary	3664	2	1	1	0	0	2	3664	2	1	1	0	0	2
0	abyssal_crystal	-103	-66	8	6	ordinary	4046	2	1	1	0	0	2	4046	2	1	1	0	0	2
0	abyssal_crystal	-103	-66	9	6	ordinary	4091	2	1	1	0	0	2	4091	2	1	1	0	0	2
0	abyssal_crystal	-103	-67	10	6	ordinary	3003	2	1	1	0	0	2	3003	2	1	1	0	0	2
0	abyssal_crystal	-103	-67	11	6	ordinary	3721	2	1	1	0	0	2	3721	2	1	1	0	0	2
0	abyssal_crystal	-103	-67	12	6	ordinary	3905	2	1	1	0	0	2	3905	2	1	1	0	0	2
0	abyssal_crystal	-103	-67	8	6	ordinary	4067	2	1	1	0	0	2	4067	2	1	1	0	0	2
0	abyssal_crystal	-103	-67	9	6	ordinary	3944	1	1	1	0	0	1	3944	1	1	1	0	0	1
0	abyssal_crystal	-103	-93	10	6	ordinary	4096	2	1	1	0	0	2	4096	2	1	1	0	0	2
0	abyssal_crystal	-103	-93	11	6	ordinary	4015	2	1	1	0	0	2	4015	2	1	1	0	0	2
0	abyssal_crystal	-103	-93	12	6	ordinary	4025	2	1	1	0	0	2	4025	2	1	1	0	0	2
0	abyssal_crystal	-103	-93	8	6	ordinary	4076	2	1	1	0	0	2	4076	2	1	1	0	0	2
0	abyssal_crystal	-103	-93	9	6	ordinary	4060	2	1	1	0	0	2	4060	2	1	1	0	0	2
0	abyssal_crystal	-103	-94	10	6	deep_1500_1999	1280	1	1	1	0	0	1	1280	1	1	1	0	0	1
0	abyssal_crystal	-103	-94	10	6	ordinary	2728	1	1	1	0	0	1	2728	1	1	1	0	0	1
0	abyssal_crystal	-103	-94	11	6	deep_1500_1999	1259	1	1	1	0	0	1	1259	1	1	1	0	0	1
0	abyssal_crystal	-103	-94	11	6	ordinary	2772	1	1	1	0	0	1	2772	1	1	1	0	0	1
0	abyssal_crystal	-103	-94	12	6	deep_1500_1999	1280	0	0	0	0	0	0	1280	0	0	0	0	0	0
0	abyssal_crystal	-103	-94	12	6	ordinary	2814	2	1	1	0	0	2	2814	2	1	1	0	0	2
0	abyssal_crystal	-103	-94	8	6	deep_1500_1999	1273	1	1	1	0	0	1	1273	1	1	1	0	0	1
0	abyssal_crystal	-103	-94	8	6	ordinary	2813	1	1	1	0	0	1	2813	1	1	1	0	0	1
0	abyssal_crystal	-103	-94	9	6	deep_1500_1999	1280	1	1	1	0	0	1	1280	1	1	1	0	0	1
0	abyssal_crystal	-103	-94	9	6	ordinary	2748	2	1	1	0	0	2	2748	2	1	1	0	0	2
0	abyssal_crystal	-103	-95	10	6	deep_1500_1999	4096	3	2	2	0	0	3	4096	3	2	2	0	0	3
0	abyssal_crystal	-103	-95	11	6	deep_1500_1999	4026	2	1	1	0	0	2	4026	2	1	1	0	0	2
0	abyssal_crystal	-103	-95	12	6	deep_1500_1999	3847	3	2	2	0	0	3	3847	3	2	2	0	0	3
0	abyssal_crystal	-103	-95	8	6	deep_1500_1999	3927	2	1	1	0	0	2	3927	2	1	1	0	0	2
0	abyssal_crystal	-103	-95	9	6	deep_1500_1999	4096	2	1	1	0	0	2	4096	2	1	1	0	0	2
0	abyssal_crystal	-103	-96	10	6	deep_1500_1999	4096	3	2	2	0	0	3	4096	3	2	2	0	0	3
0	abyssal_crystal	-103	-96	11	6	deep_1500_1999	4007	3	2	2	0	0	3	4007	3	2	2	0	0	3
0	abyssal_crystal	-103	-96	12	6	deep_1500_1999	3102	2	1	1	0	0	2	3102	2	1	1	0	0	2
0	abyssal_crystal	-103	-96	8	6	deep_1500_1999	4096	3	2	2	0	0	3	4096	3	2	2	0	0	3
0	abyssal_crystal	-103	-96	9	6	deep_1500_1999	4096	2	1	1	0	0	2	4096	2	1	1	0	0	2
0	abyssal_crystal	-103	-97	10	6	deep_1500_1999	4033	2	1	1	0	0	2	4033	2	1	1	0	0	2
0	abyssal_crystal	-103	-97	11	6	deep_1500_1999	3330	2	1	1	0	0	2	3330	2	1	1	0	0	2
0	abyssal_crystal	-103	-97	12	6	deep_1500_1999	4066	2	1	1	0	0	2	4066	2	1	1	0	0	2
0	abyssal_crystal	-103	-97	8	6	deep_1500_1999	3835	2	1	1	0	0	2	3835	2	1	1	0	0	2
0	abyssal_crystal	-103	-97	9	6	deep_1500_1999	3846	3	2	2	0	0	3	3846	3	2	2	0	0	3
0	abyssal_crystal	-104	-123	10	6	deep_1500_1999	2371	1	1	1	0	0	1	2371	1	1	1	0	0	1
0	abyssal_crystal	-104	-123	11	6	deep_1500_1999	2638	1	1	1	0	0	1	2638	1	1	1	0	0	1
0	abyssal_crystal	-104	-123	12	6	deep_1500_1999	3658	3	2	2	0	0	3	3658	3	2	2	0	0	3
0	abyssal_crystal	-104	-123	8	6	deep_1500_1999	3734	2	1	1	0	0	2	3734	2	1	1	0	0	2
0	abyssal_crystal	-104	-123	9	6	deep_1500_1999	3044	2	1	1	0	0	2	3044	2	1	1	0	0	2
0	abyssal_crystal	-104	-124	10	6	deep_1500_1999	3646	2	1	1	0	0	2	3646	2	1	1	0	0	2
0	abyssal_crystal	-104	-124	11	6	deep_1500_1999	3887	3	2	2	0	0	3	3887	3	2	2	0	0	3
0	abyssal_crystal	-104	-124	12	6	deep_1500_1999	4077	2	1	1	0	0	2	4077	2	1	1	0	0	2
0	abyssal_crystal	-104	-124	8	6	deep_1500_1999	2518	1	1	1	0	0	1	2518	1	1	1	0	0	1
0	abyssal_crystal	-104	-124	9	6	deep_1500_1999	2941	2	1	1	0	0	2	2941	2	1	1	0	0	2
0	abyssal_crystal	-104	-125	10	6	deep_1500_1999	3297	2	1	1	0	0	2	3297	2	1	1	0	0	2
0	abyssal_crystal	-104	-125	10	6	deep_2000_floor	33	0	0	0	0	0	0	33	0	0	0	0	0	0
0	abyssal_crystal	-104	-125	11	6	deep_1500_1999	3704	2	1	1	0	0	2	3704	2	1	1	0	0	2
0	abyssal_crystal	-104	-125	11	6	deep_2000_floor	175	0	0	0	0	0	0	175	0	0	0	0	0	0
0	abyssal_crystal	-104	-125	12	6	deep_1500_1999	3676	2	1	1	0	0	2	3676	2	1	1	0	0	2
0	abyssal_crystal	-104	-125	12	6	deep_2000_floor	249	0	0	0	0	0	0	249	0	0	0	0	0	0
0	abyssal_crystal	-104	-125	8	6	deep_1500_1999	1283	1	1	1	0	0	1	1283	1	1	1	0	0	1
0	abyssal_crystal	-104	-125	9	6	deep_1500_1999	2324	1	1	1	0	0	1	2324	1	1	1	0	0	1
0	abyssal_crystal	-104	-126	10	6	deep_2000_floor	3753	2	1	1	0	0	2	3753	2	1	1	0	0	2
0	abyssal_crystal	-104	-126	11	6	deep_2000_floor	3889	3	2	2	0	0	3	3889	3	2	2	0	0	3
0	abyssal_crystal	-104	-126	12	6	deep_2000_floor	3798	2	1	1	0	0	2	3798	2	1	1	0	0	2
0	abyssal_crystal	-104	-126	8	6	deep_2000_floor	3479	3	2	2	0	0	3	3479	3	2	2	0	0	3
0	abyssal_crystal	-104	-126	9	6	deep_2000_floor	3219	2	1	1	0	0	2	3219	2	1	1	0	0	2
0	abyssal_crystal	-104	-127	10	6	deep_2000_floor	4083	3	2	2	0	0	3	4083	3	2	2	0	0	3
0	abyssal_crystal	-104	-127	11	6	deep_2000_floor	4096	3	2	2	0	0	3	4096	3	2	2	0	0	3
0	abyssal_crystal	-104	-127	12	6	deep_2000_floor	4017	3	2	2	0	0	3	4017	3	2	2	0	0	3
0	abyssal_crystal	-104	-127	8	6	deep_2000_floor	4096	3	2	2	0	0	3	4096	3	2	2	0	0	3
0	abyssal_crystal	-104	-127	9	6	deep_2000_floor	4095	3	2	2	0	0	3	4095	3	2	2	0	0	3
0	abyssal_crystal	-104	-53	10	5	ordinary	3746	2	1	1	0	0	2	3746	2	1	1	0	0	2
0	abyssal_crystal	-104	-53	11	5	ordinary	3978	2	1	1	0	0	2	3978	2	1	1	0	0	2
0	abyssal_crystal	-104	-53	12	5	ordinary	4096	2	1	1	0	0	2	4096	2	1	1	0	0	2
0	abyssal_crystal	-104	-53	8	5	ordinary	3586	2	1	1	0	0	2	3586	2	1	1	0	0	2
0	abyssal_crystal	-104	-53	9	5	ordinary	3701	2	1	1	0	0	2	3701	2	1	1	0	0	2
0	abyssal_crystal	-104	-54	10	5	ordinary	3380	2	1	1	0	0	2	3380	2	1	1	0	0	2
0	abyssal_crystal	-104	-54	11	5	ordinary	3653	1	1	1	0	0	1	3653	1	1	1	0	0	1
0	abyssal_crystal	-104	-54	12	5	ordinary	3942	2	1	1	0	0	2	3942	2	1	1	0	0	2
0	abyssal_crystal	-104	-54	8	5	ordinary	3988	2	1	1	0	0	2	3988	2	1	1	0	0	2
0	abyssal_crystal	-104	-54	9	5	ordinary	4096	2	1	1	0	0	2	4096	2	1	1	0	0	2
0	abyssal_crystal	-104	-55	10	5	ordinary	4040	2	1	1	0	0	2	4040	2	1	1	0	0	2
0	abyssal_crystal	-104	-55	11	5	ordinary	3750	1	1	1	0	0	1	3750	1	1	1	0	0	1
0	abyssal_crystal	-104	-55	12	5	ordinary	4096	2	1	1	0	0	2	4096	2	1	1	0	0	2
0	abyssal_crystal	-104	-55	8	5	ordinary	3999	2	1	1	0	0	2	3999	2	1	1	0	0	2
0	abyssal_crystal	-104	-55	9	5	ordinary	3992	2	1	1	0	0	2	3992	2	1	1	0	0	2
0	abyssal_crystal	-104	-56	10	5	ordinary	4075	2	1	1	0	0	2	4075	2	1	1	0	0	2
0	abyssal_crystal	-104	-56	11	5	ordinary	3995	1	1	1	0	0	1	3995	1	1	1	0	0	1
0	abyssal_crystal	-104	-56	12	5	ordinary	3994	2	1	1	0	0	2	3994	2	1	1	0	0	2
0	abyssal_crystal	-104	-56	8	5	ordinary	4065	2	1	1	0	0	2	4065	2	1	1	0	0	2
0	abyssal_crystal	-104	-56	9	5	ordinary	3973	2	1	1	0	0	2	3973	2	1	1	0	0	2
0	abyssal_crystal	-104	-57	10	5	ordinary	4033	2	1	1	0	0	2	4033	2	1	1	0	0	2
0	abyssal_crystal	-104	-57	11	5	ordinary	3936	2	1	1	0	0	2	3936	2	1	1	0	0	2
0	abyssal_crystal	-104	-57	12	5	ordinary	4007	2	1	1	0	0	2	4007	2	1	1	0	0	2
0	abyssal_crystal	-104	-57	8	5	ordinary	4096	2	1	1	0	0	2	4096	2	1	1	0	0	2
0	abyssal_crystal	-104	-57	9	5	ordinary	4028	2	1	1	0	0	2	4028	2	1	1	0	0	2
0	abyssal_crystal	-104	-63	10	5	ordinary	2048	1	1	1	0	0	1	2048	1	1	1	0	0	1
0	abyssal_crystal	-104	-63	10	6	ordinary	2048	1	1	1	0	0	1	2048	1	1	1	0	0	1
0	abyssal_crystal	-104	-63	11	5	ordinary	2036	1	1	1	0	0	1	2036	1	1	1	0	0	1
0	abyssal_crystal	-104	-63	11	6	ordinary	2038	1	1	1	0	0	1	2038	1	1	1	0	0	1
0	abyssal_crystal	-104	-63	12	5	ordinary	2048	1	1	1	0	0	1	2048	1	1	1	0	0	1
0	abyssal_crystal	-104	-63	12	6	ordinary	1990	1	1	1	0	0	1	1990	1	1	1	0	0	1
0	abyssal_crystal	-104	-63	8	5	ordinary	2048	1	1	1	0	0	1	2048	1	1	1	0	0	1
0	abyssal_crystal	-104	-63	8	6	ordinary	2048	1	1	1	0	0	1	2048	1	1	1	0	0	1
0	abyssal_crystal	-104	-63	9	5	ordinary	1940	1	1	1	0	0	1	1940	1	1	1	0	0	1
0	abyssal_crystal	-104	-63	9	6	ordinary	1994	1	1	1	0	0	1	1994	1	1	1	0	0	1
0	abyssal_crystal	-104	-64	10	6	ordinary	4059	2	1	1	0	0	2	4059	2	1	1	0	0	2
0	abyssal_crystal	-104	-64	11	6	ordinary	4075	2	1	1	0	0	2	4075	2	1	1	0	0	2
0	abyssal_crystal	-104	-64	12	6	ordinary	4016	2	1	1	0	0	2	4016	2	1	1	0	0	2
0	abyssal_crystal	-104	-64	8	6	ordinary	4018	2	1	1	0	0	2	4018	2	1	1	0	0	2
0	abyssal_crystal	-104	-64	9	6	ordinary	4064	2	1	1	0	0	2	4064	2	1	1	0	0	2
0	abyssal_crystal	-104	-65	10	6	ordinary	4007	2	1	1	0	0	2	4007	2	1	1	0	0	2
0	abyssal_crystal	-104	-65	11	6	ordinary	3987	2	1	1	0	0	2	3987	2	1	1	0	0	2
0	abyssal_crystal	-104	-65	12	6	ordinary	3438	1	1	1	0	0	1	3438	1	1	1	0	0	1
0	abyssal_crystal	-104	-65	8	6	ordinary	4096	2	1	1	0	0	2	4096	2	1	1	0	0	2
0	abyssal_crystal	-104	-65	9	6	ordinary	4047	2	1	1	0	0	2	4047	2	1	1	0	0	2
0	abyssal_crystal	-104	-66	10	6	ordinary	3971	2	1	1	0	0	2	3971	2	1	1	0	0	2
0	abyssal_crystal	-104	-66	11	6	ordinary	4072	2	1	1	0	0	2	4072	2	1	1	0	0	2
0	abyssal_crystal	-104	-66	12	6	ordinary	3930	2	1	1	0	0	2	3930	2	1	1	0	0	2
0	abyssal_crystal	-104	-66	8	6	ordinary	4072	2	1	1	0	0	2	4072	2	1	1	0	0	2
0	abyssal_crystal	-104	-66	9	6	ordinary	3908	2	1	1	0	0	2	3908	2	1	1	0	0	2
0	abyssal_crystal	-104	-67	10	6	ordinary	3550	1	1	1	0	0	1	3550	1	1	1	0	0	1
0	abyssal_crystal	-104	-67	11	6	ordinary	4065	2	1	1	0	0	2	4065	2	1	1	0	0	2
0	abyssal_crystal	-104	-67	12	6	ordinary	4067	2	1	1	0	0	2	4067	2	1	1	0	0	2
0	abyssal_crystal	-104	-67	8	6	ordinary	3911	2	1	1	0	0	2	3911	2	1	1	0	0	2
0	abyssal_crystal	-104	-67	9	6	ordinary	3548	2	1	1	0	0	2	3548	2	1	1	0	0	2
0	abyssal_crystal	-104	-93	10	6	ordinary	3976	2	1	1	0	0	2	3976	2	1	1	0	0	2
0	abyssal_crystal	-104	-93	11	6	ordinary	3905	2	1	1	0	0	2	3905	2	1	1	0	0	2
0	abyssal_crystal	-104	-93	12	6	ordinary	3894	2	1	1	0	0	2	3894	2	1	1	0	0	2
0	abyssal_crystal	-104	-93	8	6	ordinary	4094	2	1	1	0	0	2	4094	2	1	1	0	0	2
0	abyssal_crystal	-104	-93	9	6	ordinary	4091	2	1	1	0	0	2	4091	2	1	1	0	0	2
0	abyssal_crystal	-104	-94	10	6	deep_1500_1999	1226	1	1	1	0	0	1	1226	1	1	1	0	0	1
0	abyssal_crystal	-104	-94	10	6	ordinary	2711	1	1	1	0	0	1	2711	1	1	1	0	0	1
0	abyssal_crystal	-104	-94	11	6	deep_1500_1999	1280	1	1	1	0	0	1	1280	1	1	1	0	0	1
0	abyssal_crystal	-104	-94	11	6	ordinary	2777	2	1	1	0	0	2	2777	2	1	1	0	0	2
0	abyssal_crystal	-104	-94	12	6	deep_1500_1999	1269	1	1	1	0	0	1	1269	1	1	1	0	0	1
0	abyssal_crystal	-104	-94	12	6	ordinary	2774	1	1	1	0	0	1	2774	1	1	1	0	0	1
0	abyssal_crystal	-104	-94	8	6	deep_1500_1999	1186	1	1	1	0	0	1	1186	1	1	1	0	0	1
0	abyssal_crystal	-104	-94	8	6	ordinary	2713	2	1	1	0	0	2	2713	2	1	1	0	0	2
0	abyssal_crystal	-104	-94	9	6	deep_1500_1999	1225	1	1	1	0	0	1	1225	1	1	1	0	0	1
0	abyssal_crystal	-104	-94	9	6	ordinary	2699	1	1	1	0	0	1	2699	1	1	1	0	0	1
0	abyssal_crystal	-104	-95	10	6	deep_1500_1999	4014	2	1	1	0	0	2	4014	2	1	1	0	0	2
0	abyssal_crystal	-104	-95	11	6	deep_1500_1999	4018	3	2	2	0	0	3	4018	3	2	2	0	0	3
0	abyssal_crystal	-104	-95	12	6	deep_1500_1999	3828	2	1	1	0	0	2	3828	2	1	1	0	0	2
0	abyssal_crystal	-104	-95	8	6	deep_1500_1999	3971	2	1	1	0	0	2	3971	2	1	1	0	0	2
0	abyssal_crystal	-104	-95	9	6	deep_1500_1999	4096	3	2	2	0	0	3	4096	3	2	2	0	0	3
0	abyssal_crystal	-104	-96	10	6	deep_1500_1999	4096	2	1	1	0	0	2	4096	2	1	1	0	0	2
0	abyssal_crystal	-104	-96	11	6	deep_1500_1999	4032	2	1	1	0	0	2	4032	2	1	1	0	0	2
0	abyssal_crystal	-104	-96	12	6	deep_1500_1999	3978	2	1	1	0	0	2	3978	2	1	1	0	0	2
0	abyssal_crystal	-104	-96	8	6	deep_1500_1999	4037	3	2	2	0	0	3	4037	3	2	2	0	0	3
0	abyssal_crystal	-104	-96	9	6	deep_1500_1999	3910	2	1	1	0	0	2	3910	2	1	1	0	0	2
0	abyssal_crystal	-104	-97	10	6	deep_1500_1999	3771	2	1	1	0	0	2	3771	2	1	1	0	0	2
0	abyssal_crystal	-104	-97	11	6	deep_1500_1999	2821	2	1	1	0	0	2	2821	2	1	1	0	0	2
0	abyssal_crystal	-104	-97	12	6	deep_1500_1999	3973	2	1	1	0	0	2	3973	2	1	1	0	0	2
0	abyssal_crystal	-104	-97	8	6	deep_1500_1999	4096	2	1	1	0	0	2	4096	2	1	1	0	0	2
0	abyssal_crystal	-104	-97	9	6	deep_1500_1999	4096	3	2	2	0	0	3	4096	3	2	2	0	0	3
0	abyssal_crystal	-105	-123	10	6	deep_1500_1999	2655	1	1	1	0	0	1	2655	1	1	1	0	0	1
0	abyssal_crystal	-105	-123	11	6	deep_1500_1999	3812	2	1	1	0	0	2	3812	2	1	1	0	0	2
0	abyssal_crystal	-105	-123	12	6	deep_1500_1999	3621	3	2	2	0	0	3	3621	3	2	2	0	0	3
0	abyssal_crystal	-105	-123	8	6	deep_1500_1999	2987	2	1	1	0	0	2	2987	2	1	1	0	0	2
0	abyssal_crystal	-105	-123	9	6	deep_1500_1999	2445	2	1	1	0	0	2	2445	2	1	1	0	0	2
0	abyssal_crystal	-105	-124	10	6	deep_1500_1999	3283	2	1	1	0	0	2	3283	2	1	1	0	0	2
0	abyssal_crystal	-105	-124	11	6	deep_1500_1999	3139	2	1	1	0	0	2	3139	2	1	1	0	0	2
0	abyssal_crystal	-105	-124	12	6	deep_1500_1999	3849	2	1	1	0	0	2	3849	2	1	1	0	0	2
0	abyssal_crystal	-105	-124	8	6	deep_1500_1999	431	0	0	0	0	0	0	431	0	0	0	0	0	0
0	abyssal_crystal	-105	-124	9	6	deep_1500_1999	1589	1	1	1	0	0	1	1589	1	1	1	0	0	1
0	abyssal_crystal	-105	-125	10	6	deep_1500_1999	2382	1	1	1	0	0	1	2382	1	1	1	0	0	1
0	abyssal_crystal	-105	-125	11	6	deep_1500_1999	3811	2	1	1	0	0	2	3811	2	1	1	0	0	2
