case_pack	resource	cell_x	cell_y	cell_z	tier	band	baseline_eligible	baseline_budget	baseline_planned	baseline_accepted	baseline_collisions	baseline_shortfall	baseline_placed	sampler_eligible	sampler_budget	sampler_planned	sampler_accepted	sampler_collisions	sampler_shortfall	sampler_placed
0	quartz	-106	-66	8	6	ordinary	3957	16	2	2	0	0	16	3957	16	2	2	0	0	16
0	quartz	-106	-66	9	6	ordinary	4096	16	2	2	0	0	16	4096	16	2	2	0	0	16
0	quartz	-106	-67	10	6	ordinary	4096	16	2	2	0	0	16	4096	16	2	2	0	0	16
0	quartz	-106	-67	11	6	ordinary	4095	16	2	2	0	0	16	4095	16	2	2	0	0	16
0	quartz	-106	-67	12	6	ordinary	3955	16	2	2	0	0	16	3955	16	2	2	0	0	16
0	quartz	-106	-67	8	6	ordinary	4088	16	2	2	0	0	16	4088	16	2	2	0	0	16
0	quartz	-106	-67	9	6	ordinary	4096	16	2	2	0	0	16	4096	16	2	2	0	0	16
0	quartz	-106	-7	10	1	ordinary	857	3	1	1	0	0	3	857	3	1	1	0	0	3
0	quartz	-106	-7	10	2	ordinary	2776	11	2	2	1	0	11	2776	11	2	2	0	0	11
0	quartz	-106	-7	11	1	ordinary	950	4	1	1	0	0	4	950	4	1	1	0	0	4
0	quartz	-106	-7	11	2	ordinary	2563	10	2	2	0	0	10	2563	10	2	2	0	0	10
0	quartz	-106	-7	12	1	ordinary	998	4	1	1	0	0	4	998	4	1	1	0	0	4
0	quartz	-106	-7	12	2	ordinary	3072	12	2	2	0	0	12	3072	12	2	2	0	0	12
0	quartz	-106	-7	8	1	ordinary	677	3	1	1	0	0	3	677	3	1	1	0	0	3
0	quartz	-106	-7	8	2	ordinary	2703	10	2	2	0	0	10	2703	10	2	2	0	0	10
0	quartz	-106	-7	9	1	ordinary	775	3	1	1	0	0	3	775	3	1	1	0	0	3
0	quartz	-106	-7	9	2	ordinary	2891	12	2	2	0	0	12	2891	12	2	2	0	0	12
0	quartz	-106	-8	10	2	ordinary	3983	16	2	2	0	0	16	3983	16	2	2	0	0	16
0	quartz	-106	-8	11	2	ordinary	3733	15	2	2	0	0	15	3733	15	2	2	0	0	15
0	quartz	-106	-8	12	2	ordinary	3965	16	2	2	0	0	16	3965	16	2	2	0	0	16
0	quartz	-106	-8	8	2	ordinary	4096	16	2	2	0	0	16	4096	16	2	2	0	0	16
0	quartz	-106	-8	9	2	ordinary	4066	16	2	2	0	0	16	4066	16	2	2	0	0	16
0	quartz	-106	-9	10	2	ordinary	3869	16	2	2	0	0	16	3869	16	2	2	0	0	16
0	quartz	-106	-9	11	2	ordinary	3785	14	2	2	0	0	14	3785	14	2	2	0	0	14
0	quartz	-106	-9	12	2	ordinary	4027	16	2	2	0	0	16	4027	16	2	2	0	0	16
0	quartz	-106	-9	8	2	ordinary	3967	16	2	2	0	0	16	3967	16	2	2	0	0	16
0	quartz	-106	-9	9	2	ordinary	4096	16	2	2	0	0	16	4096	16	2	2	1	0	16
0	quartz	-106	-93	10	6	ordinary	4054	16	2	2	1	0	16	4054	16	2	2	0	0	16
0	quartz	-106	-93	11	6	ordinary	4046	16	2	2	0	0	16	4046	16	2	2	0	0	16
0	quartz	-106	-93	12	6	ordinary	4026	16	2	2	0	0	16	4026	16	2	2	0	0	16
0	quartz	-106	-93	8	6	ordinary	4096	16	2	2	0	0	16	4096	16	2	2	0	0	16
0	quartz	-106	-93	9	6	ordinary	4017	15	2	2	0	0	15	4017	15	2	2	0	0	15
0	quartz	-106	-94	10	6	deep_1500_1999	1001	5	1	1	0	0	5	1001	5	1	1	0	0	5
0	quartz	-106	-94	10	6	ordinary	2345	9	2	2	0	0	9	2345	9	2	2	0	0	9
0	quartz	-106	-94	11	6	deep_1500_1999	926	5	1	1	0	0	5	926	5	1	1	1	0	5
0	quartz	-106	-94	11	6	ordinary	2547	10	2	2	1	0	10	2547	10	2	2	0	0	10
0	quartz	-106	-94	12	6	deep_1500_1999	937	5	1	1	0	0	5	937	5	1	1	0	0	5
0	quartz	-106	-94	12	6	ordinary	2771	11	2	2	0	0	11	2771	11	2	2	0	0	11
0	quartz	-106	-94	8	6	deep_1500_1999	1274	7	1	1	0	0	7	1274	7	1	1	0	0	7
0	quartz	-106	-94	8	6	ordinary	2734	11	2	2	0	0	11	2734	11	2	2	0	0	11
0	quartz	-106	-94	9	6	deep_1500_1999	1145	6	1	1	0	0	6	1145	6	1	1	0	0	6
0	quartz	-106	-94	9	6	ordinary	2361	9	2	2	0	0	9	2361	9	2	2	0	0	9
0	quartz	-106	-95	10	6	deep_1500_1999	3768	18	3	3	0	0	18	3768	18	3	3	0	0	18
0	quartz	-106	-95	11	6	deep_1500_1999	3275	16	2	2	0	0	16	3275	16	2	2	0	0	16
0	quartz	-106	-95	12	6	deep_1500_1999	2707	14	2	2	0	0	14	2707	14	2	2	0	0	14
0	quartz	-106	-95	8	6	deep_1500_1999	4096	20	3	3	1	0	20	4096	20	3	3	0	0	20
0	quartz	-106	-95	9	6	deep_1500_1999	3781	19	3	3	0	0	19	3781	19	3	3	1	0	19
0	quartz	-106	-96	10	6	deep_1500_1999	4050	19	3	3	0	0	19	4050	19	3	3	0	0	19
0	quartz	-106	-96	11	6	deep_1500_1999	4096	20	3	3	0	0	20	4096	20	3	3	0	0	20
0	quartz	-106	-96	12	6	deep_1500_1999	4031	19	3	3	0	0	19	4031	19	3	3	0	0	19
0	quartz	-106	-96	8	6	deep_1500_1999	4083	20	3	3	0	0	20	4083	20	3	3	0	0	20
0	quartz	-106	-96	9	6	deep_1500_1999	3883	19	3	3	0	0	19	3883	19	3	3	0	0	19
0	quartz	-106	-97	10	6	deep_1500_1999	4006	19	3	3	0	0	19	4006	19	3	3	0	0	19
0	quartz	-106	-97	11	6	deep_1500_1999	4021	20	3	3	1	0	20	4021	20	3	3	0	0	20
0	quartz	-106	-97	12	6	deep_1500_1999	4008	20	3	3	0	0	20	4008	20	3	3	0	0	20
0	quartz	-106	-97	8	6	deep_1500_1999	4048	20	3	3	1	0	20	4048	20	3	3	0	0	20
0	quartz	-106	-97	9	6	deep_1500_1999	4030	20	3	3	0	0	20	4030	20	3	3	0	0	20
0	quartz	-107	-10	10	2	ordinary	4012	16	2	2	0	0	16	4012	16	2	2	0	0	16
0	quartz	-107	-10	11	2	ordinary	4063	16	2	2	0	0	16	4063	16	2	2	0	0	16
0	quartz	-107	-10	12	2	ordinary	4026	16	2	2	0	0	16	4026	16	2	2	0	0	16
0	quartz	-107	-10	8	2	ordinary	4006	16	2	2	0	0	16	4006	16	2	2	0	0	16
0	quartz	-107	-10	9	2	ordinary	4015	15	2	2	0	0	15	4015	15	2	2	0	0	15
0	quartz	-107	-11	10	2	ordinary	3928	15	2	2	0	0	15	3928	15	2	2	0	0	15
0	quartz	-107	-11	11	2	ordinary	3916	15	2	2	0	0	15	3916	15	2	2	0	0	15
0	quartz	-107	-11	12	2	ordinary	4060	16	2	2	0	0	16	4060	16	2	2	0	0	16
0	quartz	-107	-11	8	2	ordinary	4018	16	2	2	0	0	16	4018	16	2	2	0	0	16
0	quartz	-107	-11	9	2	ordinary	3919	15	2	2	0	0	15	3919	15	2	2	0	0	15
0	quartz	-107	-12	10	2	ordinary	4054	16	2	2	0	0	16	4054	16	2	2	0	0	16
0	quartz	-107	-12	11	2	ordinary	4064	16	2	2	0	0	16	4064	16	2	2	0	0	16
0	quartz	-107	-12	12	2	ordinary	3897	15	2	2	0	0	15	3897	15	2	2	0	0	15
0	quartz	-107	-12	8	2	ordinary	3487	13	2	2	0	0	13	3487	13	2	2	0	0	13
0	quartz	-107	-12	9	2	ordinary	3990	16	2	2	0	0	16	3990	16	2	2	0	0	16
0	quartz	-107	-123	10	6	deep_1500_1999	3737	19	3	3	0	0	19	3737	19	3	3	0	0	19
0	quartz	-107	-123	11	6	deep_1500_1999	3566	17	3	3	0	0	17	3566	17	3	3	0	0	17
0	quartz	-107	-123	12	6	deep_1500_1999	3845	18	3	3	0	0	18	3845	18	3	3	0	0	18
0	quartz	-107	-123	8	6	deep_1500_1999	3342	16	2	2	0	0	16	3342	16	2	2	2	0	16
0	quartz	-107	-123	9	6	deep_1500_1999	4034	20	3	3	1	0	20	4034	20	3	3	0	0	20
0	quartz	-107	-124	10	6	deep_1500_1999	3777	18	3	3	0	0	18	3777	18	3	3	0	0	18
0	quartz	-107	-124	11	6	deep_1500_1999	4088	20	3	3	0	0	20	4088	20	3	3	0	0	20
0	quartz	-107	-124	12	6	deep_1500_1999	4074	20	3	3	0	0	20	4074	20	3	3	0	0	20
0	quartz	-107	-124	8	6	deep_1500_1999	576	2	1	1	0	0	2	576	2	1	1	0	0	2
0	quartz	-107	-124	9	6	deep_1500_1999	2103	10	2	2	0	0	10	2103	10	2	2	0	0	10
0	quartz	-107	-125	10	6	deep_1500_1999	2721	13	2	2	1	0	13	2721	13	2	2	0	0	13
0	quartz	-107	-125	11	6	deep_1500_1999	3374	16	2	2	0	0	16	3374	16	2	2	0	0	16
0	quartz	-107	-125	11	6	deep_2000_floor	75	1	1	1	0	0	1	75	1	1	1	0	0	1
0	quartz	-107	-125	12	6	deep_1500_1999	3800	19	3	3	0	0	19	3800	19	3	3	0	0	19
0	quartz	-107	-125	12	6	deep_2000_floor	242	1	1	1	0	0	1	242	1	1	1	0	0	1
0	quartz	-107	-125	8	6	deep_1500_1999	395	2	1	1	0	0	2	395	2	1	1	0	0	2
0	quartz	-107	-125	8	6	deep_2000_floor	44	1	1	1	0	0	1	44	1	1	1	0	0	1
0	quartz	-107	-125	9	6	deep_1500_1999	2418	12	2	2	0	0	12	2418	12	2	2	0	0	12
0	quartz	-107	-126	11	6	deep_2000_floor	693	4	1	1	0	0	4	693	4	1	1	0	0	4
0	quartz	-107	-126	12	6	deep_2000_floor	3377	20	3	3	0	0	20	3377	20	3	3	0	0	20
0	quartz	-107	-126	8	6	deep_2000_floor	912	5	1	1	0	0	5	912	5	1	1	0	0	5
0	quartz	-107	-126	9	6	deep_2000_floor	336	2	1	1	0	0	2	336	2	1	1	0	0	2
0	quartz	-107	-127	10	6	deep_2000_floor	3082	18	3	3	0	0	18	3082	18	3	3	0	0	18
0	quartz	-107	-127	11	6	deep_2000_floor	3255	19	3	3	0	0	19	3255	19	3	3	0	0	19
0	quartz	-107	-127	12	6	deep_2000_floor	3800	23	3	3	1	0	23	3800	23	3	3	0	0	23
0	quartz	-107	-127	8	6	deep_2000_floor	3196	18	3	3	0	0	18	3196	18	3	3	2	0	18
0	quartz	-107	-127	9	6	deep_2000_floor	3873	23	3	3	0	0	23	3873	23	3	3	0	0	23
0	quartz	-107	-23	10	3	ordinary	4027	16	2	2	0	0	16	4027	16	2	2	0	0	16
0	quartz	-107	-23	11	3	ordinary	4019	16	2	2	0	0	16	4019	16	2	2	0	0	16
0	quartz	-107	-23	12	3	ordinary	3531	14	2	2	0	0	14	3531	14	2	2	0	0	14
0	quartz	-107	-23	8	3	ordinary	4026	16	2	2	0	0	16	4026	16	2	2	0	0	16
0	quartz	-107	-23	9	3	ordinary	4090	16	2	2	1	0	16	4090	16	2	2	0	0	16
0	quartz	-107	-24	10	3	ordinary	4026	15	2	2	0	0	15	4026	15	2	2	0	0	15
0	quartz	-107	-24	11	3	ordinary	4027	16	2	2	0	0	16	4027	16	2	2	0	0	16
0	quartz	-107	-24	12	3	ordinary	2277	8	1	1	0	0	8	2277	8	1	1	0	0	8
0	quartz	-107	-24	8	3	ordinary	4096	16	2	2	0	0	16	4096	16	2	2	0	0	16
0	quartz	-107	-24	9	3	ordinary	4087	16	2	2	0	0	16	4087	16	2	2	0	0	16
0	quartz	-107	-25	10	3	ordinary	3606	14	2	2	0	0	14	3606	14	2	2	0	0	14
0	quartz	-107	-25	11	3	ordinary	4081	16	2	2	0	0	16	4081	16	2	2	0	0	16
0	quartz	-107	-25	12	3	ordinary	4096	16	2	2	0	0	16	4096	16	2	2	0	0	16
0	quartz	-107	-25	8	3	ordinary	3948	16	2	2	0	0	16	3948	16	2	2	0	0	16
0	quartz	-107	-25	9	3	ordinary	3068	12	2	2	0	0	12	3068	12	2	2	0	0	12
0	quartz	-107	-26	10	3	ordinary	3930	15	2	2	0	0	15	3930	15	2	2	0	0	15
0	quartz	-107	-26	11	3	ordinary	4034	16	2	2	0	0	16	4034	16	2	2	0	0	16
0	quartz	-107	-26	12	3	ordinary	4030	16	2	2	0	0	16	4030	16	2	2	0	0	16
0	quartz	-107	-26	8	3	ordinary	3976	15	2	2	0	0	15	3976	15	2	2	0	0	15
0	quartz	-107	-26	9	3	ordinary	3960	16	2	2	0	0	16	3960	16	2	2	0	0	16
0	quartz	-107	-27	10	3	ordinary	4015	16	2	2	0	0	16	4015	16	2	2	0	0	16
0	quartz	-107	-27	11	3	ordinary	4028	15	2	2	0	0	15	4028	15	2	2	0	0	15
0	quartz	-107	-27	12	3	ordinary	4096	16	2	2	0	0	16	4096	16	2	2	0	0	16
0	quartz	-107	-27	8	3	ordinary	4036	16	2	2	0	0	16	4036	16	2	2	0	0	16
0	quartz	-107	-27	9	3	ordinary	4023	16	2	2	0	0	16	4023	16	2	2	0	0	16
0	quartz	-107	-3	10	1	ordinary	4090	16	2	2	0	0	16	4090	16	2	2	0	0	16
0	quartz	-107	-3	11	1	ordinary	4096	16	2	2	0	0	16	4096	16	2	2	0	0	16
0	quartz	-107	-3	12	1	ordinary	4024	16	2	2	0	0	16	4024	16	2	2	0	0	16
0	quartz	-107	-3	8	1	ordinary	4064	16	2	2	0	0	16	4064	16	2	2	0	0	16
0	quartz	-107	-3	9	1	ordinary	3954	15	2	2	0	0	15	3954	15	2	2	0	0	15
0	quartz	-107	-38	10	4	ordinary	4043	16	2	2	0	0	16	4043	16	2	2	0	0	16
0	quartz	-107	-38	11	4	ordinary	4096	16	2	2	0	0	16	4096	16	2	2	0	0	16
0	quartz	-107	-38	12	4	ordinary	4096	16	2	2	0	0	16	4096	16	2	2	0	0	16
0	quartz	-107	-38	8	4	ordinary	3982	16	2	2	0	0	16	3982	16	2	2	0	0	16
0	quartz	-107	-38	9	4	ordinary	3981	15	2	2	1	0	15	3981	15	2	2	0	0	15
0	quartz	-107	-39	10	4	ordinary	4028	16	2	2	0	0	16	4028	16	2	2	0	0	16
0	quartz	-107	-39	11	4	ordinary	3937	16	2	2	0	0	16	3937	16	2	2	0	0	16
0	quartz	-107	-39	12	4	ordinary	3961	16	2	2	0	0	16	3961	16	2	2	0	0	16
0	quartz	-107	-39	8	4	ordinary	3650	15	2	2	0	0	15	3650	15	2	2	0	0	15
0	quartz	-107	-39	9	4	ordinary	3929	15	2	2	0	0	15	3929	15	2	2	0	0	15
0	quartz	-107	-4	10	1	ordinary	3179	12	2	2	0	0	12	3179	12	2	2	0	0	12
0	quartz	-107	-4	11	1	ordinary	3909	15	2	2	0	0	15	3909	15	2	2	0	0	15
0	quartz	-107	-4	12	1	ordinary	3947	16	2	2	0	0	16	3947	16	2	2	0	0	16
0	quartz	-107	-4	8	1	ordinary	4016	16	2	2	0	0	16	4016	16	2	2	0	0	16
0	quartz	-107	-4	9	1	ordinary	4067	16	2	2	0	0	16	4067	16	2	2	0	0	16
0	quartz	-107	-40	10	4	ordinary	4016	16	2	2	0	0	16	4016	16	2	2	0	0	16
0	quartz	-107	-40	11	4	ordinary	4096	16	2	2	0	0	16	4096	16	2	2	0	0	16
0	quartz	-107	-40	12	4	ordinary	4011	15	2	2	0	0	15	4011	15	2	2	0	0	15
0	quartz	-107	-40	8	4	ordinary	4096	16	2	2	0	0	16	4096	16	2	2	0	0	16
0	quartz	-107	-40	9	4	ordinary	3993	16	2	2	0	0	16	3993	16	2	2	0	0	16
0	quartz	-107	-41	10	4	ordinary	3564	14	2	2	0	0	14	3564	14	2	2	0	0	14
0	quartz	-107	-41	11	4	ordinary	4006	15	2	2	0	0	15	4006	15	2	2	0	0	15
0	quartz	-107	-41	12	4	ordinary	4058	16	2	2	0	0	16	4058	16	2	2	0	0	16
0	quartz	-107	-41	8	4	ordinary	3910	15	2	2	0	0	15	3910	15	2	2	0	0	15
0	quartz	-107	-41	9	4	ordinary	3988	15	2	2	0	0	15	3988	15	2	2	0	0	15
0	quartz	-107	-42	10	4	ordinary	978	4	1	1	0	0	4	978	4	1	1	0	0	4
0	quartz	-107	-42	11	4	ordinary	751	3	1	1	0	0	3	751	3	1	1	0	0	3
0	quartz	-107	-42	12	4	ordinary	908	4	1	1	0	0	4	908	4	1	1	0	0	4
0	quartz	-107	-42	8	4	ordinary	1595	6	1	1	0	0	6	1595	6	1	1	0	0	6
0	quartz	-107	-42	9	4	ordinary	1242	5	1	1	0	0	5	1242	5	1	1	0	0	5
0	quartz	-107	-5	10	1	ordinary	4084	16	2	2	0	0	16	4084	16	2	2	0	0	16
0	quartz	-107	-5	11	1	ordinary	3110	12	2	2	0	0	12	3110	12	2	2	0	0	12
0	quartz	-107	-5	12	1	ordinary	3647	15	2	2	0	0	15	3647	15	2	2	0	0	15
0	quartz	-107	-5	8	1	ordinary	4039	16	2	2	0	0	16	4039	16	2	2	0	0	16
0	quartz	-107	-5	9	1	ordinary	3977	16	2	2	0	0	16	3977	16	2	2	0	0	16
0	quartz	-107	-53	10	5	ordinary	3969	15	2	2	0	0	15	3969	15	2	2	0	0	15
0	quartz	-107	-53	11	5	ordinary	3804	14	2	2	0	0	14	3804	14	2	2	1	0	14
0	quartz	-107	-53	12	5	ordinary	4071	16	2	2	0	0	16	4071	16	2	2	0	0	16
0	quartz	-107	-53	8	5	ordinary	4094	16	2	2	0	0	16	4094	16	2	2	0	0	16
0	quartz	-107	-53	9	5	ordinary	4047	15	2	2	0	0	15	4047	15	2	2	0	0	15
0	quartz	-107	-54	10	5	ordinary	4065	16	2	2	0	0	16	4065	16	2	2	0	0	16
0	quartz	-107	-54	11	5	ordinary	3981	16	2	2	0	0	16	3981	16	2	2	0	0	16
0	quartz	-107	-54	12	5	ordinary	4096	16	2	2	0	0	16	4096	16	2	2	0	0	16
0	quartz	-107	-54	8	5	ordinary	4034	16	2	2	0	0	16	4034	16	2	2	0	0	16
0	quartz	-107	-54	9	5	ordinary	4068	16	2	2	0	0	16	4068	16	2	2	0	0	16
0	quartz	-107	-55	10	5	ordinary	3825	15	2	2	0	0	15	3825	15	2	2	0	0	15
0	quartz	-107	-55	11	5	ordinary	4095	16	2	2	0	0	16	4095	16	2	2	0	0	16
0	quartz	-107	-55	12	5	ordinary	4065	16	2	2	0	0	16	4065	16	2	2	0	0	16
0	quartz	-107	-55	8	5	ordinary	2827	11	2	2	0	0	11	2827	11	2	2	0	0	11
0	quartz	-107	-55	9	5	ordinary	3819	15	2	2	0	0	15	3819	15	2	2	0	0	15
0	quartz	-107	-56	10	5	ordinary	3019	12	2	2	0	0	12	3019	12	2	2	0	0	12
0	quartz	-107	-56	11	5	ordinary	3382	14	2	2	0	0	14	3382	14	2	2	0	0	14
0	quartz	-107	-56	12	5	ordinary	4052	16	2	2	0	0	16	4052	16	2	2	0	0	16
0	quartz	-107	-56	8	5	ordinary	4069	16	2	2	0	0	16	4069	16	2	2	0	0	16
0	quartz	-107	-56	9	5	ordinary	4055	16	2	2	0	0	16	4055	16	2	2	0	0	16
0	quartz	-107	-57	10	5	ordinary	3928	15	2	2	0	0	15	3928	15	2	2	0	0	15
0	quartz	-107	-57	11	5	ordinary	3995	15	2	2	0	0	15	3995	15	2	2	0	0	15
0	quartz	-107	-57	12	5	ordinary	4091	16	2	2	0	0	16	4091	16	2	2	0	0	16
0	quartz	-107	-57	8	5	ordinary	4000	16	2	2	0	0	16	4000	16	2	2	0	0	16
0	quartz	-107	-57	9	5	ordinary	4068	16	2	2	0	0	16	4068	16	2	2	0	0	16
0	quartz	-107	-6	10	1	ordinary	3833	15	2	2	0	0	15	3833	15	2	2	0	0	15
0	quartz	-107	-6	11	1	ordinary	2849	12	2	2	0	0	12	2849	12	2	2	0	0	12
0	quartz	-107	-6	12	1	ordinary	3947	16	2	2	0	0	16	3947	16	2	2	0	0	16
0	quartz	-107	-6	8	1	ordinary	4068	16	2	2	0	0	16	4068	16	2	2	0	0	16
0	quartz	-107	-6	9	1	ordinary	4089	16	2	2	0	0	16	4089	16	2	2	0	0	16
0	quartz	-107	-63	10	5	ordinary	2048	8	1	1	0	0	8	2048	8	1	1	0	0	8
0	quartz	-107	-63	10	6	ordinary	2032	8	1	1	0	0	8	2032	8	1	1	0	0	8
0	quartz	-107	-63	11	5	ordinary	1992	7	1	1	0	0	7	1992	7	1	1	0	0	7
0	quartz	-107	-63	11	6	ordinary	1968	8	1	1	0	0	8	1968	8	1	1	0	0	8
0	quartz	-107	-63	12	5	ordinary	2048	8	1	1	0	0	8	2048	8	1	1	0	0	8
0	quartz	-107	-63	12	6	ordinary	2039	8	1	1	0	0	8	2039	8	1	1	0	0	8
0	quartz	-107	-63	8	5	ordinary	1768	7	1	1	0	0	7	1768	7	1	1	0	0	7
0	quartz	-107	-63	8	6	ordinary	1935	7	1	1	0	0	7	1935	7	1	1	0	0	7
0	quartz	-107	-63	9	5	ordinary	1263	5	1	1	0	0	5	1263	5	1	1	0	0	5
0	quartz	-107	-63	9	6	ordinary	1798	7	1	1	0	0	7	1798	7	1	1	0	0	7
0	quartz	-107	-64	10	6	ordinary	3973	15	2	2	0	0	15	3973	15	2	2	0	0	15
0	quartz	-107	-64	11	6	ordinary	4043	15	2	2	0	0	15	4043	15	2	2	0	0	15
0	quartz	-107	-64	12	6	ordinary	4031	16	2	2	0	0	16	4031	16	2	2	0	0	16
0	quartz	-107	-64	8	6	ordinary	3997	16	2	2	0	0	16	3997	16	2	2	0	0	16
0	quartz	-107	-64	9	6	ordinary	3588	14	2	2	0	0	14	3588	14	2	2	0	0	14
0	quartz	-107	-65	10	6	ordinary	3920	15	2	2	0	0	15	3920	15	2	2	0	0	15
0	quartz	-107	-65	11	6	ordinary	4025	16	2	2	0	0	16	4025	16	2	2	0	0	16
0	quartz	-107	-65	12	6	ordinary	4096	16	2	2	0	0	16	4096	16	2	2	0	0	16
0	quartz	-107	-65	8	6	ordinary	4081	16	2	2	0	0	16	4081	16	2	2	0	0	16
0	quartz	-107	-65	9	6	ordinary	3888	15	2	2	0	0	15	3888	15	2	2	0	0	15
0	quartz	-107	-66	10	6	ordinary	3931	16	2	2	0	0	16	3931	16	2	2	0	0	16
0	quartz	-107	-66	11	6	ordinary	4001	16	2	2	0	0	16	4001	16	2	2	0	0	16
0	quartz	-107	-66	12	6	ordinary	4096	16	2	2	0	0	16	4096	16	2	2	0	0	16
0	quartz	-107	-66	8	6	ordinary	4002	16	2	2	0	0	16	4002	16	2	2	0	0	16
0	quartz	-107	-66	9	6	ordinary	3949	16	2	2	0	0	16	3949	16	2	2	0	0	16
0	quartz	-107	-67	10	6	ordinary	4056	15	2	2	0	0	15	4056	15	2	2	0	0	15
0	quartz	-107	-67	11	6	ordinary	4072	15	2	2	0	0	15	4072	15	2	2	0	0	15
0	quartz	-107	-67	12	6	ordinary	4037	16	2	2	0	0	16	4037	16	2	2	0	0	16
0	quartz	-107	-67	8	6	ordinary	4018	16	2	2	0	0	16	4018	16	2	2	0	0	16
0	quartz	-107	-67	9	6	ordinary	4096	16	2	2	0	0	16	4096	16	2	2	0	0	16
0	quartz	-107	-7	10	1	ordinary	807	3	1	1	0	0	3	807	3	1	1	0	0	3
0	quartz	-107	-7	10	2	ordinary	3003	12	2	2	0	0	12	3003	12	2	2	0	0	12
0	quartz	-107	-7	11	1	ordinary	885	4	1	1	0	0	4	885	4	1	1	0	0	4
0	quartz	-107	-7	11	2	ordinary	2959	11	2	2	0	0	11	2959	11	2	2	0	0	11
0	quartz	-107	-7	12	1	ordinary	942	4	1	1	0	0	4	942	4	1	1	0	0	4
0	quartz	-107	-7	12	2	ordinary	3072	12	2	2	0	0	12	3072	12	2	2	0	0	12
0	quartz	-107	-7	8	1	ordinary	1024	4	1	1	0	0	4	1024	4	1	1	0	0	4
0	quartz	-107	-7	8	2	ordinary	2563	10	2	2	0	0	10	2563	10	2	2	0	0	10
0	quartz	-107	-7	9	1	ordinary	960	4	1	1	0	0	4	960	4	1	1	0	0	4
0	quartz	-107	-7	9	2	ordinary	3072	12	2	2	0	0	12	3072	12	2	2	0	0	12
0	quartz	-107	-8	10	2	ordinary	4067	16	2	2	0	0	16	4067	16	2	2	0	0	16
0	quartz	-107	-8	11	2	ordinary	4095	16	2	2	0	0	16	4095	16	2	2	0	0	16
0	quartz	-107	-8	12	2	ordinary	3942	16	2	2	0	0	16	3942	16	2	2	0	0	16
0	quartz	-107	-8	8	2	ordinary	4028	16	2	2	0	0	16	4028	16	2	2	0	0	16
0	quartz	-107	-8	9	2	ordinary	4096	16	2	2	0	0	16	4096	16	2	2	0	0	16
0	quartz	-107	-9	10	2	ordinary	3998	16	2	2	0	0	16	3998	16	2	2	0	0	16
0	quartz	-107	-9	11	2	ordinary	4033	16	2	2	0	0	16	4033	16	2	2	0	0	16
0	quartz	-107	-9	12	2	ordinary	3996	16	2	2	0	0	16	3996	16	2	2	0	0	16
0	quartz	-107	-9	8	2	ordinary	4044	16	2	2	0	0	16	4044	16	2	2	1	0	16
0	quartz	-107	-9	9	2	ordinary	3886	16	2	2	0	0	16	3886	16	2	2	0	0	16
0	quartz	-107	-93	10	6	ordinary	3748	15	2	2	0	0	15	3748	15	2	2	0	0	15
0	quartz	-107	-93	11	6	ordinary	2710	11	2	2	0	0	11	2710	11	2	2	0	0	11
0	quartz	-107	-93	12	6	ordinary	4096	16	2	2	0	0	16	4096	16	2	2	0	0	16
0	quartz	-107	-93	8	6	ordinary	4055	16	2	2	0	0	16	4055	16	2	2	1	0	16
0	quartz	-107	-93	9	6	ordinary	4061	15	2	2	0	0	15	4061	15	2	2	0	0	15
0	quartz	-107	-94	10	6	deep_1500_1999	288	2	1	1	0	0	2	288	2	1	1	0	0	2
0	quartz	-107	-94	10	6	ordinary	2295	9	2	2	0	0	9	2295	9	2	2	0	0	9
0	quartz	-107	-94	11	6	deep_1500_1999	1066	5	1	1	0	0	5	1066	5	1	1	0	0	5
0	quartz	-107	-94	11	6	ordinary	2180	8	1	1	0	0	8	2180	8	1	1	0	0	8
0	quartz	-107	-94	12	6	deep_1500_1999	1265	6	1	1	0	0	6	1265	6	1	1	0	0	6
0	quartz	-107	-94	12	6	ordinary	2816	11	2	2	0	0	11	2816	11	2	2	0	0	11
0	quartz	-107	-94	8	6	deep_1500_1999	1248	6	1	1	0	0	6	1248	6	1	1	0	0	6
0	quartz	-107	-94	8	6	ordinary	2747	10	2	2	0	0	10	2747	10	2	2	0	0	10
0	quartz	-107	-94	9	6	deep_1500_1999	348	1	1	1	0	0	1	348	1	1	1	0	0	1
0	quartz	-107	-94	9	6	ordinary	2081	8	1	1	0	0	8	2081	8	1	1	0	0	8
0	quartz	-107	-95	10	6	deep_1500_1999	3532	17	3	3	0	0	17	3532	17	3	3	0	0	17
0	quartz	-107	-95	11	6	deep_1500_1999	4006	19	3	3	0	0	19	4006	19	3	3	0	0	19
0	quartz	-107	-95	12	6	deep_1500_1999	4000	20	3	3	0	0	20	4000	20	3	3	0	0	20
0	quartz	-107	-95	8	6	deep_1500_1999	4039	20	3	3	0	0	20	4039	20	3	3	0	0	20
0	quartz	-107	-95	9	6	deep_1500_1999	2632	13	2	2	0	0	13	2632	13	2	2	0	0	13
0	quartz	-107	-96	10	6	deep_1500_1999	3953	19	3	3	0	0	19	3953	19	3	3	0	0	19
0	quartz	-107	-96	11	6	deep_1500_1999	4041	19	3	3	0	0	19	4041	19	3	3	0	0	19
0	quartz	-107	-96	12	6	deep_1500_1999	4096	20	3	3	0	0	20	4096	20	3	3	0	0	20
0	quartz	-107	-96	8	6	deep_1500_1999	4029	20	3	3	0	0	20	4029	20	3	3	0	0	20
