schema	grug_wp40_extreme_candidate_shard_v3
range	2560	3071	512
s1_authority_sha256	10a790a6436a740efc83e98afe3c374ac4b3520bb425de3d2bd0ac76622db37c
s1_source_projection_sha256	83b1b16a8afd11af654b5dd3e1d9921006848a0903e7b0c01ab39b27edddd652
authority_dag_sha256	069cce2d637d30538131defbbba0a64bb9cc65f22c71a00fd287183d2518e20a
authority_commit	19fc28d1e1ecb2a18c7bb208d21c448cce12bc7d
authority_tree	bca04056315412b9f19f20bbe554b0693f658c17
interpreter_id	luajit
interpreter_launcher	/usr/bin/luajit
interpreter_path	/usr/bin/luajit-2.1.1767980792
interpreter_version	LuaJIT 2.1.1767980792 -- Copyright (C) 2005-2026 Mike Pall. https://luajit.org/
interpreter_sha256	4fd1f5075a6cb15c933f5abaf7ad4b203c8926ab27261c334b41c9bc5e40a1a6
measurement_scope	R7_SCALAR_MEASUREMENT_ONLY
stage2_status	pending_selected_four
scorer_schema	grug_wp40_extreme_selector_e0_v1
rows_sha256	380f77ba2a5892380717b8a25c8085c0a7e646933f6a103f33413e54dbc2e4a1
candidate_index	status	label	digest	first8	decimal	coast_n	coast_d	coast_count	coast_sequence_sha256	coast_identity_sha256	noncoast_n	noncoast_d	noncoast_count	noncoast_sequence_sha256	noncoast_identity_sha256
2570	scored	grudgelands-wp40-extreme-2570	f0de764c5cf5bb036b5e338a386a68675f354f26e644ed2896083e3953150378	f0de764c5cf5bb03	17356440084281670403	-13065037	148176371712	23552	2f52ea4553765232343d3e73b3bce78aff080b36b95ac240c8ec254e59dce2a7	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	1814621839	178530549760	42565	98df17496af856898357684225107bcb8b339cc0a06e5127e8f5ae0537fd7a39	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2571	scored	grudgelands-wp40-extreme-2571	9c6c543a390ded1faaec315a3d21b0b8ff6be4185361a1607cd781ba42e95c80	9c6c543a390ded1f	11271476576443559199	71276699	37044092928	23552	ea912abae1bf2a3e121c5c7770490f73808a2a2158aaf6a41b1e9175a8d55253	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	-161271	1394769920	42565	1205fc91d8bee272170e958950e791a84db143f77381460934721c6734150e92	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2572	scored	grudgelands-wp40-extreme-2572	04d1f455b1a4c32e9bdc7c449bef2033cda533fffdd6ef7e68382617e7cd886f	04d1f455b1a4c32e	347327295174001454	-95569735	148176371712	23552	12b83f2e39423fc9d93490f688d25a384f0205e693e84ff0b936a3440def9c6f	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	1349186537	178530549760	42565	ba8f2cdfeea8206d85531e310538a280805b187fa7dcca3ea1ae2a52afb6c2da	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2573	scored	grudgelands-wp40-extreme-2573	9791235f90953397ef3d5a6c2a1d370dcb34351b2d9b6d1e169c79aeff52c387	9791235f90953397	10921549464704725911	-172557835	148176371712	23552	a527f660c1d52c6db88f817e0d3688180726fad93d23d8f2b93a93bfa966f00f	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	163802125	35706109952	42565	7f6048f8bd424e71e919cc73c493f18f809a8ebb24d3e60d4f7417142e3083e2	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2574	scored	grudgelands-wp40-extreme-2574	2430355139075ad8e5099783a3e4b0acb2be30a011416810b0cbc4dd1de6fdf0	2430355139075ad8	2607642807212923608	-57282979	24696061952	23552	be13d402419cb320fde73f16a940800f819ba7c3052d524cadc3fccf4b3e2163	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	296055607	89265274880	42565	6df00d364c58b1cb026e9a6593f6dc9931682573362d0a79e08275c2af3aec62	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2575	scored	grudgelands-wp40-extreme-2575	cedc16d1a6e15585d5f36f054873b45f5a3e28dd3ffa2ed798a6d975344959d7	cedc16d1a6e15585	14905813956393260421	-13403737	12348030976	23552	faddd20333fea0e15691b560358d4918153ffa40fc1c96d839ce8af747d451ad	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	59207899	178530549760	42565	78a3f8bab06176c4b112e1e070091f6927a7193e1c994829077b0ffa6584024b	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2576	scored	grudgelands-wp40-extreme-2576	1e502d5318f7d2d155016e054ecad1c95e91cf92b61549890f6260434b6b48a8	1e502d5318f7d2d1	2184295654199120593	-92361473	74088185856	23552	7462242651ed8305eb7138038974c26102e4e8b5dc57c8117e7e325f6ad854d8	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	-231067111	89265274880	42565	fe485f129c0d47c8d78665af14820b32da2f09d95b5c6ef9b1d38dc0858ab3bf	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2577	scored	grudgelands-wp40-extreme-2577	0584e946d701f03448297227526fe5ba496fad1cd9fe4a973336498993b6ebca	0584e946d701f034	397699157579657268	-5992755	12348030976	23552	0c55e82aca1f65c0d02bc92fc385e6d86ce802dd2459b2e1651fbd5fcf85cad2	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	-82769517	35706109952	42565	b1cecfe736f21cddbae3b889615e85e159a42715629ba882e97aed8c7fd7cc64	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2578	scored	grudgelands-wp40-extreme-2578	feaa25192c911f32ea72d4c929c368ad1694180670e6c7013da3e1251825875e	feaa25192c911f32	18350520421726625586	19711009	49392123904	23552	460d31f0ef7c5efa75cd94bd7bfe50a794f062394e715b0c577f2da03dd1ca4a	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	175646733	89265274880	42565	40910dcc3b3e6a114c62f0b1ca87a597a9b3c53693818f17eece3274e4fc0f75	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2579	scored	grudgelands-wp40-extreme-2579	2aa02f353df8fccbbb6b138df36d483145c5ba715b09706031b880dbeeee5466	2aa02f353df8fccb	3071506851586178251	35635049	24696061952	23552	35a181c0fc327bec2fdd9e8dce841689ca06e45a0c66e252f28ff77e690dce3d	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	327027393	89265274880	42565	8cc7f6553c5314017ad88acf84b3febaa04f7cdaf1bfc3826ee1f3f8e436da5d	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2580	scored	grudgelands-wp40-extreme-2580	6438fc940b2b7f6c0e8001ac61d715c36c9a98abb91ecb24e2fe6fd5d65a9a2f	6438fc940b2b7f6c	7221799715261349740	29568303	49392123904	23552	0f4771c3bc6853d85bdc1fd8fd7c992f8160cbe77a88b0589a368681f4b8f645	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	35953389	22316318720	42565	87cdf1d858f421f075bbb3dae44750ac1bcd3c366d851fb45476c99eb56b4df9	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2581	scored	grudgelands-wp40-extreme-2581	957cb73ecf06b07b10cc5d804f446573d96cb1dceff0cf50e0b04c73d06db0f5	957cb73ecf06b07b	10771685889152561275	-200916191	148176371712	23552	135da63e2c8c1e89a29929694b18de66fccdb643c58160f5db57e0e65dbd8b5b	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	191350951	35706109952	42565	cd44b761e9d50942d342746efe52dca83f1daf74c53767e161a277e223928458	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2582	scored	grudgelands-wp40-extreme-2582	c59e04d203090c4a6121f3cd0188746295ecb47a2234cd1b35a3a385bea43804	c59e04d203090c4a	14239824371832654922	12225301	9261023232	23552	8d8edc1d0bc77289f0da715157098dfa37600d2b563e43622dbf18efd1eb5b0c	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	-59360143	44632637440	42565	c5e4b4cb96d795c512feffcea1119ff84973a94075e3a88dc58c56ec2212f205	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2583	scored	grudgelands-wp40-extreme-2583	e483f6cb644abf6c13e79ddbb69b145fa82a7d01503b95dc0c698d2de08d5cf4	e483f6cb644abf6c	16466276016018079596	-5005475	37044092928	23552	1de39e5369f9efa9afb14d5993f322b6f0ed765a84bd448bdf956d354cd5769c	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	-716996323	89265274880	42565	12efdba58b3dca9cfe43bea9cba9e59114c559b80e94b664dfc989b03234f0f6	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2584	scored	grudgelands-wp40-extreme-2584	b50e880478ee09ae2189f825543ee7ad7aca5fb273ee2e8415d4930c53c82263	b50e880478ee09ae	13046514723329018286	59766233	74088185856	23552	e139cb8be3768cc7e440ab8a13c97915174fe0934c0722478ddf6e002ea3c4b1	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	-1876547443	178530549760	42565	c87fec479b0f401aec1e19a42e414e31055ab90b8e40a1c33b43aa7d56f0bfdc	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2585	scored	grudgelands-wp40-extreme-2585	8ce9e7990ec5dc1e5a4280350878a77a63d26e8acddabb260737b3579aa93b59	8ce9e7990ec5dc1e	10153901479447354398	-87957209	74088185856	23552	290fc8d1ed14a007b3aa736680f26b2cc0bc6e2f58e3005dd0d9e60859a1e4af	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	2565847821	178530549760	42565	b26e9d2bd3b51b3ed0a3eab7db9035a912a065b77ec5622e4b18a9443ca9c3da	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2586	scored	grudgelands-wp40-extreme-2586	acb91dea18370a3f3fe5f5981f2bd8b591dba679c062f835eb54146252efe50c	acb91dea18370a3f	12446011936480889407	180424583	148176371712	23552	e4f50124e9784d2f0f1a7c3011e0ab6e21b5cd3b2f50272fb39ebeaba6d59d24	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	666330787	89265274880	42565	033f2883ce718ddee2428bf2cc4bcc3ff2cd747811a6d3e974bab39ee95ff757	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2587	scored	grudgelands-wp40-extreme-2587	21dd56b476e316166b906a4a61bee2bdb24c51bc8d980c8c0bd3f5384a3a5a11	21dd56b476e31616	2440201906193372694	8946313	49392123904	23552	28f815fa78cce1fe58268cbda9a31ae9675221d4b829d39ea4bad9928cb8be49	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	-2037553	44632637440	42565	b15c968d324107b5f6f3bdc1222605118fa12a201a978aa9f0285ffa65a201aa	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2588	scored	grudgelands-wp40-extreme-2588	0e65e488f763b33d8ed4ceecc2654c2b35564c3dadf93e00bdeccaca1914dce8	0e65e488f763b33d	1037486566095958845	36170785	74088185856	23552	4b148ba2d64e7590a9bcb80f17c28e2fc81394cb0cafc218bb153edb73c91c38	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	-48102745	35706109952	42565	2d769c865dc124ce0c571f74371b9e86e9889f9805b16832518c8e6f174fe10b	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2589	scored	grudgelands-wp40-extreme-2589	1c4a55749f61f3129ce9648335dcac934dce060ca44446baac9b1161ebe73013	1c4a55749f61f312	2038535740717134610	106378513	148176371712	23552	39f2d7a33fb0f59d83d936310217362b19371970abe4d5286cfa6539afb51602	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	-33252935	17853054976	42565	17fe283405e5a92670c1f9753655f7154a0c581fcb204675df7b0068266bc1d9	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2590	scored	grudgelands-wp40-extreme-2590	c8cfa55fa72800a51165154305065ed7c75f0d27acb8ccc4e224c1254170ca2f	c8cfa55fa72800a5	14469965958009585829	-97081819	74088185856	23552	9d4d7464ddc2546161a013470365149696ec3f74f3c3b78f38c5df9334f17316	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	-13745209	89265274880	42565	9b6b782d6d399a6d053904c401771f64a93095ac7d15e67df00360a6fe3a2546	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2591	scored	grudgelands-wp40-extreme-2591	012c15f4b0426b21b6c72690a7a45dd884d0d763ace484c1e2180ba11dbb3280	012c15f4b0426b21	84466633686543137	-7358257	4630511616	23552	325c3d4e3d0322cbe5a22b8ee6307606205abdde65c2427c79d1eee58336b8e4	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	-1318912791	178530549760	42565	a6ee0c9c11a173281d9735588594c7c7a3ea951693f01445a7a1d2ac722c9e32	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2592	scored	grudgelands-wp40-extreme-2592	05923ae521b763437811f4b1e52b3e450638659a1a4f0f0c513e9da6b8a31b79	05923ae521b76343	401448072576983875	218862197	148176371712	23552	422363e86292c9dd3c779f29436de10de84f15abcc8d9cc01725cec45f14464b	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	801491061	89265274880	42565	0cd88b6e4d7df7c13f9d1d2bd28784071f9ff46bf5aed82482c869fc849870ee	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2593	scored	grudgelands-wp40-extreme-2593	17fe8ede959301793e84b2da00668e92146bf04b18a7fbc69cf02631b3a20fd5	17fe8ede95930179	1728976393600172409	2260401	24696061952	23552	0f1ea7d58b78854faabc7d67b08ebbc55a7587e8d19ce3de87910ea4a478bb48	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	-549706609	89265274880	42565	f0075539518a9868428f787bf0dcfa8d0ceaedcf58bbc03a57503a46e77d8bb7	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2594	scored	grudgelands-wp40-extreme-2594	26f36f98b643a05223a167e3baefa997f78d9a4b6feb6486ddd2f06b50ec4e9e	26f36f98b643a052	2806709694465548370	300622157	148176371712	23552	8132cb922699c918352caedc5ea5418f838e2b054e3d35747299f97b5b75fcfc	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	-810305303	178530549760	42565	9afb72b59fb08575230a23edd059ba7100a985c3072f4c932d2e8d4d308865c3	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2595	scored	grudgelands-wp40-extreme-2595	ae1fbc2dc88669cb7d50037885c40b054a9f3c74555f76c899cbac8e91355757	ae1fbc2dc88669cb	12546953991701293515	-60033017	49392123904	23552	0c1314c9d33dab6ed5894617f51beb203f28f0b710b6ce714bb836d0c4e8ef40	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	517558953	44632637440	42565	a64ca73ca98ccc096920453c81ac268a005a4ae898b80b9722469b5399c7bd03	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2596	scored	grudgelands-wp40-extreme-2596	30e6bce8d2f3e54a68227f7645f129d46ae2f619838aac0d7e20d305f21e0280	30e6bce8d2f3e54a	3523711466621625674	-93887705	74088185856	23552	0aa4fe08049587076c527e5a38486c32ea892a5b390ae96fbec79b2be70aae71	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	-24503697	35706109952	42565	4740fdb1d407edf736a160a5c91afc774947c932ca38a9ab67736388b706e6ab	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2597	scored	grudgelands-wp40-extreme-2597	04827224a2b44c60e63a4388422ca1384384a3ba963c424c1ff2749250b07af2	04827224a2b44c60	324947624798211168	-97251407	148176371712	23552	4b6ed13b9d538eed655458fe9b2acfdfcb14d9b63fb8e4ac349a632a8d5d6750	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	-304594871	89265274880	42565	c61b882add6be9ed7fd0dba2f2be2bdcd247e5e7d86df7ac3c52a68d47827222	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2598	scored	grudgelands-wp40-extreme-2598	ce97e3b549e03150a4519eae059adf17717fdd17f3ae617a1ffc95a60e885a54	ce97e3b549e03150	14886617461064479056	6550843	148176371712	23552	fa756a9586aa86ac0054f2b7176d005e1f98e25c7d05dd1ab045a93e05e4804b	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	-126940407	22316318720	42565	4a39bde100f8d25bbf56a64da949b325f33de0f1b6d45ca400271a8d4090265d	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2599	scored	grudgelands-wp40-extreme-2599	c22fcf86dfde107dd90a1b06574213b2e6a27e9aa6443fe6f38ee4389d78e305	c22fcf86dfde107d	13992630745451860093	-55380353	37044092928	23552	026fca828ad578e074ebe8a216572b919d0f60b69ce9d5baf2d21eeeead50c20	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	3133599	178530549760	42565	f85c897bade54750c30d3fa692f4e71609fadc5625569b8dac8a6dcd9d435bd3	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2600	scored	grudgelands-wp40-extreme-2600	4d1a753b5b4c44edb3f0bf9bb362cd25e0a84308be5f39260729db886043a401	4d1a753b5b4c44ed	5555881988110173421	-3441895	1543503872	23552	094a83d15ab675012d19f29a20761951fb216741b3f96a86edc8178bee7d30fd	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	632444239	178530549760	42565	36aa464411fb34712b6b0eeb02ed72e72f17462dd19141da53133238df6f48ab	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2601	scored	grudgelands-wp40-extreme-2601	1fbc49d359b130d8faf6f3a64fa043bdf715ff92ac482e1263abc96e6030c043	1fbc49d359b130d8	2286783882889081048	-302452261	148176371712	23552	95737e319860f88fb50533394b9d6bdc4c622f92205614d184b586f5dfa70517	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	626559413	89265274880	42565	183e5a59e35727b0abcd3c8f9efaf174aa58100578a8c4632c2bfc64e9c12a55	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2602	scored	grudgelands-wp40-extreme-2602	9595b310c2bb6a604e101e9c435efec74364a76b8821db213d5870039d7bd04c	9595b310c2bb6a60	10778718167749061216	-8157187	18522046464	23552	5ccc62aedcd8f395976d4b4fcba274255607191a395f116793344a99d7328892	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	-41859925	8926527488	42565	6bd41a22c7ebe5fff2481d53cc1755ab839431588b946dd80c43f442ef71c6e6	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
2603	scored	grudgelands-wp40-extreme-2603	bd225c7f26c689393053735b0c7112973c09878f1940e86e3e0c00bfb8af85cd	bd225c7f26c68939	13628557123557689657	-11249769	6174015488	23552	47ce61eb0d44f744fbb2fbd6e09f6c4311e035e3b91a19d66e5918a469518da7	0be6420d4f27c8e885f1c4af23ab98f0551c658e07715a1384e47629ba69a662	63111349	11158159360	42565	f55b15943b17b4bf8b571c996a881e9e38f9d47a51454cedf1d54c2bd16bbb2b	8070e4c25a86397aaa04e474b9d4917e4d79ac8def9998c111ae76747b32ca38
