capital	run	columns	spread	step	lane_step	junctions	overlaps	junc_spread	junc_step	raised	raise_max	walled	solid	pillars	wet	piers	rails	lamps	lamps_off	queries
dur_brannoc	lane_southeast_spine	221	0	1	1	0	0	0	0	76	2	0	0	0	0	0	0	56	0	2826
dur_brannoc	lane_southeast_cross	221	0	1	1	0	0	0	0	447	3	12	0	12	0	2	22	56	0	2848
dur_brannoc	lane_northeast_spine	221	0	1	1	0	0	0	0	130	2	0	0	0	0	0	0	56	0	2826
dur_brannoc	lane_northeast_cross	221	0	1	1	0	0	0	0	572	3	6	0	6	0	0	10	56	0	2836
dur_brannoc	lane_northwest_spine	221	0	1	1	0	0	0	0	371	3	18	0	18	0	4	32	56	0	2858
dur_brannoc	lane_northwest_cross	221	0	1	1	0	0	0	0	446	5	77	0	77	0	6	86	56	0	2912
dur_brannoc	lane_southwest_spine	221	0	1	1	0	0	0	0	238	3	1	0	1	0	0	2	56	0	2828
dur_brannoc	lane_southwest_cross	221	0	1	1	0	0	0	0	335	3	2	0	2	0	0	4	56	0	2830
gor_drazhak	avenue_south	214	0	1	1	0	0	0	0	40	3	5	0	5	0	0	2	54	0	2781
gor_drazhak	avenue_north	214	0	1	1	0	0	0	0	22	1	0	0	0	0	0	0	54	0	2779
gor_drazhak	avenue_west	214	0	1	1	0	0	0	0	222	2	0	0	0	0	0	0	54	0	2779
gor_drazhak	avenue_east	214	0	1	1	0	0	0	0	123	2	0	0	0	0	0	0	54	0	2779
gor_drazhak	ring_west	193	0	1	1	0	0	0	0	179	3	9	0	9	0	4	14	50	0	2684
gor_drazhak	ring_east	193	0	1	1	0	0	0	0	143	2	0	0	0	0	0	0	50	0	2670
gor_drazhak	ring_south	193	0	1	1	0	0	0	0	43	1	0	0	0	0	0	0	50	0	2670
gor_drazhak	ring_north	193	0	1	1	0	0	0	0	43	2	0	0	0	0	0	0	50	0	2670
gor_drazhak	lane_spine_southeast	187	0	1	1	0	0	0	0	197	3	1	0	1	0	0	2	48	0	2650
gor_drazhak	lane_cross_southeast	187	0	1	1	0	0	0	0	298	3	13	0	13	0	6	20	48	0	2668
gor_drazhak	lane_spine_northeast	187	0	1	1	0	0	0	0	101	2	0	0	0	0	0	0	48	0	2648
gor_drazhak	lane_cross_northeast	187	0	1	1	0	0	0	0	201	3	8	0	8	0	2	14	48	0	2662
gor_drazhak	lane_spine_northwest	187	0	1	1	0	0	0	0	95	2	0	0	0	0	0	0	48	0	2648
gor_drazhak	lane_cross_northwest	187	0	1	1	0	0	0	0	214	3	4	0	4	0	2	6	48	0	2654
gor_drazhak	lane_spine_southwest	187	0	1	1	0	0	0	0	176	3	10	0	10	0	2	10	48	0	2658
gor_drazhak	lane_cross_southwest	187	0	1	1	0	0	0	0	272	3	18	0	18	0	4	30	48	0	2678
lethariel	avenue_south	214	0	1	1	0	0	0	0	201	3	1	0	1	0	0	2	54	0	2781
lethariel	avenue_north	240	0	1	1	0	0	0	0	892	10	161	0	161	675	46	306	60	0	3221
lethariel	avenue_west	214	0	1	1	0	0	0	0	47	2	0	0	0	0	0	0	54	0	2779
lethariel	avenue_east	214	0	1	1	0	0	0	0	483	2	0	0	0	368	20	132	54	0	2496
lethariel	ring_west	193	0	1	1	0	0	0	0	210	2	0	0	0	0	0	0	50	0	5250
lethariel	ring_east	193	0	1	1	0	0	0	0	441	2	0	0	0	301	16	106	50	0	4071
lethariel	ring_south	193	0	1	1	0	0	0	0	85	2	0	0	0	0	0	0	50	0	5250
lethariel	ring_north	193	0	1	1	0	0	0	0	683	2	0	0	0	611	32	214	50	0	4179
lethariel	lane_southeast_spine	191	0	1	1	0	0	0	0	349	2	0	0	0	0	0	0	48	0	3528
lethariel	lane_southeast_cross	191	0	1	1	0	0	0	0	63	2	0	0	0	0	0	0	48	0	3943
lethariel	lane_northeast_shore	233	0	1	1	0	0	0	0	800	4	60	0	60	445	32	246	60	0	2296
lethariel	lane_northwest_spine	191	0	1	1	0	0	0	0	220	2	0	0	0	0	0	0	48	0	3943
lethariel	lane_northwest_cross	191	0	1	1	0	0	0	0	354	3	1	0	1	128	6	48	48	0	3576
lethariel	lane_southwest_spine	191	0	1	1	0	0	0	0	188	2	0	0	0	0	0	0	48	0	3943
lethariel	lane_southwest_cross	191	0	1	1	0	0	0	0	84	2	0	0	0	0	0	0	48	0	3943
kezamba	avenue_south	209	0	1	1	0	0	0	0	494	20	264	0	264	0	14	98	54	0	2022
kezamba	avenue_north	209	0	1	1	0	0	0	0	829	20	227	0	227	467	36	248	54	0	2172
kezamba	avenue_west	209	0	1	1	0	0	0	0	224	14	125	0	125	0	4	46	54	0	1970
kezamba	avenue_east	209	0	1	1	0	0	0	0	743	13	101	0	101	499	32	224	54	0	2148
kezamba	ring_west	193	0	1	1	0	0	0	0	173	2	0	0	0	0	0	0	50	0	2670
kezamba	ring_east	193	0	1	1	0	0	0	0	701	18	121	0	121	530	34	228	50	0	2898
kezamba	ring_south	193	0	1	1	0	0	0	0	88	2	0	0	0	0	0	0	50	0	2670
kezamba	ring_north	193	0	1	1	0	0	0	0	796	15	110	0	110	640	38	262	50	0	2932
nhal_veyr	avenue_south	214	0	1	1	0	0	0	0	109	2	0	0	0	0	0	0	54	0	2779
nhal_veyr	avenue_north	214	0	1	1	0	0	0	0	211	4	19	5	14	0	0	10	54	0	2789
nhal_veyr	avenue_west	214	0	1	1	0	0	0	0	115	3	3	0	3	0	0	6	54	0	2785
nhal_veyr	avenue_east	214	0	1	1	0	0	0	0	139	2	0	0	0	0	0	0	54	0	2779
nhal_veyr	ring_west	193	0	1	1	0	0	0	0	212	2	0	0	0	0	0	0	50	0	2670
nhal_veyr	ring_east	193	0	1	1	0	0	0	0	280	2	0	0	0	0	0	0	50	0	2670
nhal_veyr	ring_south	193	0	1	1	0	0	0	0	96	2	0	0	0	0	0	0	50	0	2670
nhal_veyr	ring_north	193	0	1	1	0	0	0	0	142	3	1	0	1	0	0	2	50	0	2672
nhal_veyr	lane_southeast_spine	187	0	1	1	0	0	0	0	113	3	1	0	1	0	0	2	48	0	2650
nhal_veyr	lane_southeast_cross	187	0	1	1	0	0	0	0	351	3	1	0	1	0	2	0	48	0	2648
nhal_veyr	lane_northeast_spine	187	0	1	1	0	0	0	0	219	2	0	0	0	0	0	0	48	0	2648
nhal_veyr	lane_northeast_cross	187	0	1	1	0	0	0	0	134	2	0	0	0	0	0	0	48	0	2648
nhal_veyr	lane_northwest_spine	187	0	1	1	0	0	0	0	350	3	8	0	8	0	2	14	48	0	2662
nhal_veyr	lane_northwest_cross	187	0	1	1	0	0	0	0	220	2	0	0	0	0	0	0	48	0	2648
nhal_veyr	lane_southwest_spine	187	0	1	1	0	0	0	0	346	3	12	0	12	0	4	18	48	0	2666
nhal_veyr	lane_southwest_cross	187	0	1	1	0	0	0	0	270	3	5	0	5	0	0	8	48	0	2656
