capital	run	columns	spread	step	lane_step	junctions	overlaps	junc_spread	junc_step	raised	raise_max	walled	solid	pillars	wet	piers	rails	lamps	lamps_off	queries
highcourt	avenue_south	214	0	1	1	0	0	0	0	10	1	0	0	0	0	0	0	54	0	2364
highcourt	avenue_north	214	0	1	1	0	0	0	0	582	4	24	0	24	455	32	194	54	0	2973
highcourt	avenue_west	214	0	1	1	0	0	0	0	473	5	25	0	25	303	18	128	54	0	2907
highcourt	avenue_east	214	0	1	1	0	0	0	0	563	7	88	0	88	313	22	144	54	0	2923
highcourt	ring_west	193	0	1	1	0	0	0	0	548	6	26	0	26	437	26	174	50	0	2844
highcourt	ring_east	193	0	1	1	0	0	0	0	423	4	14	0	14	260	16	110	50	0	2780
highcourt	ring_south	193	0	1	1	0	0	0	0	15	1	0	0	0	0	0	0	50	0	3095
highcourt	ring_north	193	0	1	1	0	0	0	0	692	6	36	0	36	549	32	212	50	0	2882
highcourt	lane_southeast_spine	187	0	1	1	0	0	0	0	298	7	51	0	51	3	4	24	48	0	2257
highcourt	lane_southeast_cross	187	0	1	1	0	0	0	0	199	2	0	0	0	0	0	0	48	0	2233
highcourt	lane_northeast_spine	223	0	1	1	0	0	0	0	185	4	14	0	14	23	4	22	56	0	2443
highcourt	lane_northeast_cross	247	0	1	1	0	0	0	0	508	3	9	0	9	195	14	78	62	0	2625
highcourt	lane_northwest_spine	195	0	1	1	0	0	0	0	198	2	0	0	0	0	0	0	50	0	2275
highcourt	lane_northwest_cross	247	0	1	1	0	0	0	0	557	3	8	0	8	273	16	106	62	0	2653
highcourt	lane_southwest_spine	201	0	1	1	0	0	0	0	98	2	0	0	0	0	0	0	52	0	2307
dur_brannoc	avenue_south	214	0	1	1	0	0	0	0	115	2	0	0	0	0	0	0	54	0	2779
dur_brannoc	avenue_north	214	0	1	1	0	0	0	0	198	3	2	0	2	0	0	4	54	0	2783
dur_brannoc	avenue_west	214	0	1	1	0	0	0	0	313	4	21	0	21	0	2	16	54	0	2795
dur_brannoc	avenue_east	214	0	1	1	0	0	0	0	247	2	0	0	0	0	0	0	54	0	2779
dur_brannoc	ring_west	193	0	1	1	0	0	0	0	661	4	79	0	79	0	10	112	50	0	2782
dur_brannoc	ring_east	193	0	1	1	0	0	0	0	625	4	67	0	67	0	10	96	50	0	2766
dur_brannoc	ring_south	193	0	1	1	0	0	0	0	185	1	0	0	0	0	0	0	50	0	2670
dur_brannoc	ring_north	193	0	1	1	0	0	0	0	282	3	8	0	8	0	0	14	50	0	2684
