capital	run	columns	spread	step	lane_step	junctions	overlaps	junc_spread	junc_step	raised	raise_max	walled	solid	pillars	wet	piers	rails	lamps	lamps_off	queries
highcourt	avenue_south	214	0	1	1	0	0	0	0	4	1	0	0	0	0	0	0	54	0	2364
highcourt	avenue_north	214	0	1	1	0	0	0	0	532	3	1	0	1	455	26	170	54	0	2949
highcourt	avenue_west	214	0	1	1	0	0	0	0	404	2	0	0	0	303	16	110	54	0	2889
highcourt	avenue_east	214	0	1	1	0	0	0	0	415	3	2	0	2	313	16	120	54	0	2899
highcourt	ring_west	193	0	1	1	0	0	0	0	552	2	0	0	0	437	24	162	50	0	2832
highcourt	ring_east	193	0	1	1	0	0	0	0	411	2	0	0	0	260	14	94	50	0	2764
highcourt	ring_south	193	0	1	1	0	0	0	0	66	2	0	0	0	0	0	0	50	0	3095
highcourt	ring_north	193	0	1	1	0	0	0	0	596	2	0	0	0	549	30	198	50	0	2868
highcourt	lane_southeast_spine	187	0	1	1	0	0	0	0	346	3	7	0	7	3	4	14	48	0	2247
highcourt	lane_southeast_cross	187	0	1	1	0	0	0	0	108	2	0	0	0	0	0	0	48	0	2233
highcourt	lane_northeast_spine	223	0	1	1	0	0	0	0	222	4	8	0	8	23	2	24	56	0	2445
highcourt	lane_northeast_cross	247	0	1	1	0	0	0	0	486	2	0	0	0	195	12	70	62	0	2617
highcourt	lane_northwest_spine	195	0	1	1	0	0	0	0	257	2	0	0	0	0	0	0	50	0	2275
highcourt	lane_northwest_cross	247	0	1	1	0	0	0	0	487	5	21	0	21	273	16	114	62	0	2661
highcourt	lane_southwest_spine	201	0	1	1	0	0	0	0	142	2	0	0	0	0	0	0	52	0	2307
dur_brannoc	avenue_south	214	0	1	1	0	0	0	0	216	3	3	0	3	0	2	2	54	0	2781
dur_brannoc	avenue_north	214	0	1	1	0	0	0	0	341	7	194	0	194	0	10	76	54	0	2855
dur_brannoc	avenue_west	214	0	1	1	0	0	0	0	280	3	21	0	21	0	0	10	54	0	2789
dur_brannoc	avenue_east	214	0	1	1	0	0	0	0	200	3	11	0	11	0	0	6	54	0	2785
dur_brannoc	ring_west	193	0	1	1	0	0	0	0	690	4	118	0	118	0	22	138	50	0	2808
dur_brannoc	ring_east	193	0	1	1	0	0	0	0	759	9	309	0	309	0	36	254	50	0	2924
dur_brannoc	ring_south	193	0	1	1	0	0	0	0	263	8	72	0	72	0	6	28	50	0	2698
dur_brannoc	ring_north	193	0	1	1	0	0	0	0	327	7	81	0	81	0	8	46	50	0	2716
dur_brannoc	lane_southeast_spine	221	0	1	1	0	0	0	0	72	2	0	0	0	0	0	0	56	0	2826
dur_brannoc	lane_southeast_cross	221	0	1	1	0	0	0	0	376	6	141	0	141	0	16	120	56	0	2946
dur_brannoc	lane_northeast_spine	221	0	1	1	0	0	0	0	125	2	0	0	0	0	0	0	56	0	2826
dur_brannoc	lane_northeast_cross	221	0	1	1	0	0	0	0	527	6	104	0	104	0	14	98	56	0	2924
dur_brannoc	lane_northwest_spine	221	0	1	1	0	0	0	0	224	3	2	0	2	0	0	4	56	0	2830
dur_brannoc	lane_northwest_cross	221	0	1	1	0	0	0	0	491	5	95	0	95	0	18	102	56	0	2928
dur_brannoc	lane_southwest_spine	221	0	1	1	0	0	0	0	284	3	8	0	8	0	2	14	56	0	2840
dur_brannoc	lane_southwest_cross	221	0	1	1	0	0	0	0	441	5	84	0	84	0	12	82	56	0	2908
gor_drazhak	avenue_south	214	0	1	1	0	0	0	0	16	1	0	0	0	0	0	0	54	0	2779
gor_drazhak	avenue_north	214	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	54	0	2779
gor_drazhak	avenue_west	214	0	1	1	0	0	0	0	148	2	0	0	0	0	0	0	54	0	2779
gor_drazhak	avenue_east	214	0	1	1	0	0	0	0	316	3	1	0	1	0	0	2	54	0	2781
gor_drazhak	ring_west	193	0	1	1	0	0	0	0	232	2	0	0	0	0	0	0	50	0	2670
gor_drazhak	ring_east	193	0	1	1	0	0	0	0	187	2	0	0	0	0	0	0	50	0	2670
gor_drazhak	ring_south	193	0	1	1	0	0	0	0	191	2	0	0	0	0	0	0	50	0	2670
gor_drazhak	ring_north	193	0	1	1	0	0	0	0	137	2	0	0	0	0	0	0	50	0	2670
gor_drazhak	lane_spine_southeast	187	0	1	1	0	0	0	0	292	3	1	0	1	0	0	2	48	0	2650
gor_drazhak	lane_cross_southeast	187	0	1	1	0	0	0	0	337	3	6	0	6	0	2	10	48	0	2658
gor_drazhak	lane_spine_northeast	187	0	1	1	0	0	0	0	187	2	0	0	0	0	0	0	48	0	2648
gor_drazhak	lane_cross_northeast	187	0	1	1	0	0	0	0	267	3	12	0	12	0	2	22	48	0	2670
gor_drazhak	lane_spine_northwest	187	0	1	1	0	0	0	0	205	2	0	0	0	0	0	0	48	0	2648
gor_drazhak	lane_cross_northwest	187	0	1	1	0	0	0	0	278	2	0	0	0	0	0	0	48	0	2648
gor_drazhak	lane_spine_southwest	187	0	1	1	0	0	0	0	324	3	5	0	5	0	2	8	48	0	2656
gor_drazhak	lane_cross_southwest	187	0	1	1	0	0	0	0	283	2	0	0	0	0	0	0	48	0	2648
lethariel	avenue_south	214	0	1	1	0	0	0	0	154	2	0	0	0	0	0	0	54	0	2779
lethariel	avenue_north	240	0	1	1	0	0	0	0	831	18	119	0	119	675	38	254	60	0	3169
lethariel	avenue_west	214	0	1	1	0	0	0	0	133	2	0	0	0	0	0	0	54	0	2779
lethariel	avenue_east	214	0	1	1	0	0	0	0	524	4	12	0	12	368	22	146	54	0	2510
lethariel	ring_west	193	0	1	1	0	0	0	0	93	2	0	0	0	0	0	0	50	0	5250
lethariel	ring_east	193	0	1	1	0	0	0	0	550	4	17	0	17	301	18	122	50	0	4087
lethariel	ring_south	193	0	1	1	0	0	0	0	163	2	0	0	0	0	0	0	50	0	5250
lethariel	ring_north	193	0	1	1	0	0	0	0	706	2	0	0	0	611	32	214	50	0	4179
lethariel	lane_southeast_spine	191	0	1	1	0	0	0	0	363	3	10	0	10	0	2	18	48	0	3546
lethariel	lane_southeast_cross	191	0	1	1	0	0	0	0	102	2	0	0	0	0	0	0	48	0	3943
lethariel	lane_northeast_shore	233	0	1	1	0	0	0	0	840	6	70	0	70	445	34	222	60	0	2272
lethariel	lane_northwest_spine	191	0	1	1	0	0	0	0	116	2	0	0	0	0	0	0	48	0	3943
lethariel	lane_northwest_cross	191	0	1	1	0	0	0	0	351	3	1	0	1	128	8	46	48	0	3574
lethariel	lane_southwest_spine	191	0	1	1	0	0	0	0	78	2	0	0	0	0	0	0	48	0	3943
lethariel	lane_southwest_cross	191	0	1	1	0	0	0	0	94	2	0	0	0	0	0	0	48	0	3943
kezamba	avenue_south	209	0	1	1	0	0	0	0	407	15	243	0	243	0	12	88	54	0	2012
kezamba	avenue_north	209	0	1	1	0	0	0	0	852	18	278	0	278	467	38	264	54	0	2188
kezamba	avenue_west	209	0	1	1	0	0	0	0	216	11	55	0	55	0	2	20	54	0	1944
kezamba	avenue_east	209	0	1	1	0	0	0	0	648	13	103	0	103	499	34	224	54	0	2148
kezamba	ring_west	193	0	1	1	0	0	0	0	312	2	0	0	0	0	0	0	50	0	2670
kezamba	ring_east	193	0	1	1	0	0	0	0	835	21	139	0	139	530	36	242	50	0	2912
kezamba	ring_south	193	0	1	1	0	0	0	0	141	2	0	0	0	0	0	0	50	0	2670
kezamba	ring_north	193	0	1	1	0	0	0	0	783	20	115	0	115	640	38	264	50	0	2934
nhal_veyr	avenue_south	214	0	1	1	0	0	0	0	167	2	0	0	0	0	0	0	54	0	2779
nhal_veyr	avenue_north	214	0	1	1	0	0	0	0	144	4	20	5	15	0	0	8	54	0	2787
nhal_veyr	avenue_west	214	0	1	1	0	0	0	0	99	2	0	0	0	0	0	0	54	0	2779
nhal_veyr	avenue_east	214	0	1	1	0	0	0	0	177	2	0	0	0	0	0	0	54	0	2779
nhal_veyr	ring_west	193	0	1	1	0	0	0	0	118	2	0	0	0	0	0	0	50	0	2670
nhal_veyr	ring_east	193	0	1	1	0	0	0	0	360	3	3	0	3	0	0	6	50	0	2676
nhal_veyr	ring_south	193	0	1	1	0	0	0	0	111	2	0	0	0	0	0	0	50	0	2670
nhal_veyr	ring_north	193	0	1	1	0	0	0	0	104	2	0	0	0	0	0	0	50	0	2670
nhal_veyr	lane_southeast_spine	187	0	1	1	0	0	0	0	121	2	0	0	0	0	0	0	48	0	2648
nhal_veyr	lane_southeast_cross	187	0	1	1	0	0	0	0	264	2	0	0	0	0	0	0	48	0	2648
nhal_veyr	lane_northeast_spine	187	0	1	1	0	0	0	0	194	3	2	0	2	0	0	4	48	0	2652
nhal_veyr	lane_northeast_cross	187	0	1	1	0	0	0	0	87	2	0	0	0	0	0	0	48	0	2648
nhal_veyr	lane_northwest_spine	187	0	1	1	0	0	0	0	281	3	6	0	6	0	2	10	48	0	2658
nhal_veyr	lane_northwest_cross	187	0	1	1	0	0	0	0	180	3	3	0	3	0	0	2	48	0	2650
nhal_veyr	lane_southwest_spine	187	0	1	1	0	0	0	0	253	2	0	0	0	0	0	0	48	0	2648
nhal_veyr	lane_southwest_cross	187	0	1	1	0	0	0	0	210	3	1	0	1	0	0	2	48	0	2650
